product,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
scikit-rf/scikit-rf,0,0,840,444067,15223,393046,3,552101,86,108034,502,22288,4,11277,47,11277,445,6741,0,0,0,0,0,0
namaggarwal/splitwise,0,0,20,1394,240,3960,2,6786,13,5392,48,1004,2,4811,113,36122,1003,26129,3,34415,10,3104,39,790
signalfx/signalfx-python,3,17106,96,20656,1302,15540,3,11433,29,7883,145,2827,1,4603,40,22599,593,17176,2,22552,12,4556,50,1054
thekevjames/coveralls-python,0,0,44,6756,658,9835,3,19182,31,12426,226,4008,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
ocropus/hocr-tools,3,115168,280,115168,4984,74776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
closeio/cleancat,1,2636,23,8639,355,6023,1,7616,1,1613,29,961,12,111944,583,337463,16054,225093,1,226499,2,980,2,7
closeio/tasktiger,0,0,88,27169,2323,31448,3,43408,11,16239,37,713,1,247,1,247,19,158,0,0,0,0,0,0
oggm/oggm,1,987,1004,465502,20369,482137,8,774131,232,309616,1948,67324,13,143185,526,190128,7693,121356,5,56507,11,9564,55,1765
ojarva/python-sshpubkeys,0,0,71,13443,1438,11944,1,19164,12,5721,48,412,4,26877,57,26877,1582,18988,0,0,0,0,0,0
getstream/stream-django,0,0,841,132534,8532,101951,2,151806,51,19272,186,2875,12,51253,185,66727,3113,48650,5,23177,14,7703,33,669
copier-org/copier,3,118610,496,176203,4545,58816,9,68138,27,10545,71,1567,4,11185,177,57688,2997,38854,4,53725,11,7222,23,415
jonathonreinhart/scuba,0,0,8,1968,330,4404,1,5923,10,3955,18,216,42,450541,1245,490930,19683,278806,4,55504,26,15115,188,4405
nornir-automation/nornir,1,14545,37,15087,945,12229,1,1642,1,1100,6,55,2,3486,4,3532,218,1976,1,212,1,166,2,6
christabor/flask_jsondash,0,0,29,6896,762,9596,2,15577,13,8681,85,1929,3,14643,193,70077,4842,59734,4,76786,42,21352,166,3049
pytransitions/transitions,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dfm/corner.py,0,0,146,104652,3096,51956,1,124992,11,20340,94,2634,8,129064,647,253177,10469,192266,4,174361,42,50248,237,10979
dfm/python-fsps,0,0,237,133799,3779,98181,1,133985,1,186,1,45,0,0,0,0,0,0,0,0,0,0,0,0
dfm/emcee,0,0,228,117296,3765,97687,1,133985,10,16689,15,539,0,0,0,0,0,0,0,0,0,0,0,0
the-useless-one/pywerview,1,7110,318,126727,7260,84820,6,204295,157,84678,850,17347,16,180738,787,252491,11990,149403,5,94495,69,22742,243,4587
cloudinary/pycloudinary,1,998,23,5312,420,5335,2,11776,20,7462,104,2378,0,0,0,0,0,0,0,0,0,0,0,0
davidemms/orthofinder,0,0,645,327961,9927,272154,2,390959,51,62998,328,14805,0,0,0,0,0,-427,0,0,0,0,0,0
pdfarranger/pdfarranger,0,0,34,9071,552,8119,2,13275,4,4204,43,1640,5,43477,138,43477,1761,29324,0,0,0,0,0,0
jpush/jpush-api-python-client,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
peopledoc/django-agnocomplete,1,5435,828,126333,8503,101967,1,149210,59,28312,266,4885,7,35210,86,36182,1146,23250,1,1737,2,765,6,86
peopledoc/django-formidable,0,0,910,135809,9744,117459,5,180244,87,44435,415,7540,4,8345,43,10221,747,6704,3,5956,7,4080,24,396
sdispater/pendulum,0,0,17,6003,274,4939,1,7616,1,1613,29,961,2,1958,10,1958,76,600,0,0,0,0,0,0
sdispater/cleo,1,6166,47,6321,195,4692,1,363,3,208,8,88,0,0,0,0,0,0,0,0,0,0,0,0
sdispater/orator,1,208,738,177851,3063,34492,11,208110,86,30467,279,5538,5,5813,47,12064,486,7274,3,8193,4,1942,37,1103
imageio/imageio,0,0,267,108816,4718,111044,2,165001,65,56185,232,8829,0,0,0,0,0,-190,0,0,0,0,0,0
pdfminer/pdfminer.six,0,0,69,16559,1365,11828,2,22242,15,5683,52,1447,2,19120,33,19120,1197,13828,0,0,0,0,0,0
tomopy/tomopy,0,0,365,119880,4271,124176,2,185826,55,65946,424,18093,4,106567,860,368650,11569,322604,7,359835,79,97752,324,14305
materialsproject/fireworks,3,18264,184,51040,4359,60631,7,79701,84,46925,442,9744,3,1843,270,72969,4521,59130,6,89660,24,18534,151,2783
boto/boto3,0,0,14,5296,611,5861,2,9458,10,4162,71,1135,1,998,91,29541,2607,33708,3,53710,39,25167,250,4383
sulab/wikidataintegrator,1,859,324,66770,5887,122468,9,192328,185,126417,1336,29712,25,148952,842,316956,12813,217182,9,221173,49,53169,301,7083
robotools/fontmath,0,0,285,109992,4579,65551,1,111639,4,1647,17,305,0,0,0,0,0,-105,0,0,0,0,0,0
robotools/fontparts,0,0,305,108728,5511,73572,4,127227,35,18499,171,3188,5,10304,159,46947,2625,34388,2,42944,11,6301,91,1342
cubewise-code/tm1py,0,0,26,3222,615,5361,4,12037,16,8815,144,2413,2,4727,44,22827,571,16858,2,22552,11,4452,75,1405
alerta/alerta,1,2636,17,4586,376,4309,3,7803,16,5853,108,2325,4,8446,56,30879,1174,26188,3,32682,18,10249,93,1653
pycqa/flake8-bugbear,1,4831,48,7045,389,7447,1,5459,3,3245,11,385,2,3214,9,3214,296,4629,1,2732,1,2732,1,3
pycqa/prospector,5,25300,361,72491,3557,55463,7,63645,53,16454,231,4898,12,52718,265,74396,3871,59391,7,46428,29,24750,231,4569
pycqa/pydocstyle,0,0,31,23006,369,12952,1,23089,1,83,1,7,0,0,0,0,0,0,0,0,0,0,0,0
pycqa/isort,2,10436,42,20734,1182,15276,1,10862,1,564,23,355,19,276862,812,300333,11474,175835,1,27538,2,4067,3,115
pycqa/pylint,0,0,65,14118,934,14113,6,23298,17,9180,122,1722,2,2708,89,15185,1634,20554,2,33903,24,21426,160,3353
pycqa/astroid,0,0,0,0,0,0,0,0,0,0,0,0,2,2708,11,2708,488,3498,1,3072,1,3072,3,30
open-cogsci/opensesame,1,2926,157,33218,2041,32809,7,47977,39,17685,111,2070,15,138273,1491,505779,21180,401996,11,496348,155,128842,679,23188
pymeasure/pymeasure,0,0,640,200680,13658,263980,6,413793,224,213113,1864,47533,3,4097,46,12677,578,6135,2,10252,2,1672,30,982
pydata/pandas-datareader,0,0,191,53432,4905,105197,3,173693,85,120261,1067,31961,4,5752,308,135202,4709,116475,5,166789,32,37339,163,5828
pydata/patsy,0,0,204,86888,3689,92382,2,134983,35,48095,152,6207,0,0,0,0,0,0,0,0,0,0,0,0
pydata/xarray,0,0,364,136188,8319,195015,3,299196,118,163008,1060,35614,2,1025,44,9006,409,3684,2,10252,3,2271,37,1272
ptb-pst1/pydynamic,4,746176,1619,937939,27161,573378,1,256968,34,65205,163,7844,18,276821,993,350450,14133,257108,1,133985,49,60356,356,16498
