product,NBD,NBFD,NBMD,NBD-LOC,NBFD-LOC,NBMD-LOC,PBD,PBFD,PBMD,PBD-LOC,PBFD-LOC,PBMD-LOC,unique_unresolved_count,unique_resolved_count,unresolved_count,resolved_count
alexanderfabisch/gmr,0,641,9997,0,315998,271490,0.0,92.09770114942529,96.76701190591423,0.0,80.82761866515924,94.42539249716539,936,18361,21748,151374
fossasia/pslab-python,1,752,12241,3072,366205,300490,11.11111111111111,90.82125603864735,95.94012069911435,0.6989474833795203,83.31968201529858,94.06627118909358,7,18392,21713,151415
optimizely/python-sdk,13,238,4602,71763,86498,62899,81.25,95.19999999999999,99.5027027027027,77.14709581707356,92.98760494942002,99.12066438690766,1,108,620,155
okpy/ok-client,18,504,9140,128816,168521,115747,78.26086956521739,93.68029739776952,96.9761273209549,70.94681302219016,92.81477360974186,96.33461227954824,5,137,950,293
alessandroz/lazagne,2,265,6281,29136,84637,69328,25.0,74.64788732394366,94.22442244224423,24.501122631751556,71.17317120344441,91.99697448214546,1,200,12,270
casacore/python-casacore,1,230,3805,998,108330,96716,50.0,96.23430962343096,99.06274407706327,0.7393523628901417,80.25455057303512,98.10019373358082,6,6,35,8
aws-quickstart/taskcat,23,2474,34083,880017,1000296,601124,60.526315789473685,96.56518345042934,98.0777531581825,83.15257446736135,94.51770548683001,97.98112500203746,121,807,242,1440
fishtown-analytics/dbt,22,989,13731,98742,292271,245827,48.888888888888886,88.77917414721723,97.25193002337275,28.298188196048535,83.76111241667479,96.30794786308378,68,345,189,524
playpauseandstop/rororo,13,596,7672,61176,134288,102672,44.827586206896555,91.9753086419753,97.76984834968778,38.94005843300255,85.47768024799018,96.74082030697912,11,198,637,319
ess-dmsc/lewis,3,89,965,3392,17541,11827,60.0,90.81632653061224,98.77175025588537,17.393979795907903,89.94923337264756,98.5419096817197,2,13,2,16
scikit-optimize/scikit-optimize,2,899,14208,1347,421633,393154,28.57142857142857,88.31041257367387,95.6059484556894,0.2294519556222543,71.8222096546978,93.24001916244919,13,28122,29267,198413
mwaskom/seaborn,10,923,17792,130969,362777,334504,62.5,83.52941176470588,91.46147123836941,22.109622156721734,61.24244971824662,86.39138834078864,170,11419,6451,35819
mozilla-services/kinto-dist,57,2226,32271,435446,700730,476808,83.82352941176471,97.67441860465115,99.42080778828675,59.98523257319657,96.52965470119379,99.30293342774729,118,746,2628,5326
smarr/rebench,3,98,2419,16613,34195,34026,37.5,83.05084745762711,96.14467408585055,32.85734063804118,67.6311781808113,91.48003763946767,0,16,55,21
torchbox/wagtailmedia,19,2055,19982,100591,307710,245930,59.375,89.58151700087184,95.73591414334994,24.818409703238032,75.92004105519753,94.01029820450384,72,5423,422,12559
httpie/http-prompt,9,1236,13408,199442,410734,200844,39.130434782608695,88.22269807280514,93.10464551072842,42.07566117027561,86.65128014717052,91.94091069311372,18,203,525,253
httpie/httpie,5,1031,10063,186393,355454,158133,33.33333333333333,91.4818101153505,95.6104513064133,47.134761421884605,89.88663461854559,93.79125865208391,17,165,47,212
spyder-ide/qtawesome,2,80,290,6903,6903,3268,100.0,100.0,100.0,100.0,100.0,100.0,161,1,197,1
spyder-ide/spyder-notebook,139,4110,57221,901489,1280628,783459,85.80246913580247,97.78729478943612,99.28857732817407,67.34817526427851,95.6727802472825,98.81429256110789,28637,22664,69396,51171
auhau/toggl-cli,8,374,5151,18831,99675,80065,30.76923076923077,84.61538461538461,94.98432601880877,13.958401280872893,73.88368369555549,89.61530282170959,47,156,145,260
flask-api/flask-api,5,102,2833,17659,34954,38010,55.55555555555556,72.85714285714285,94.9396782841823,29.2406278977348,57.87852695721287,91.4119429547149,5,130,42,187
zalando/connexion,10,234,4786,22422,77343,75720,45.45454545454545,82.97872340425532,96.90220692447863,19.605305726302166,67.62702527827082,96.0389635097599,9,278,234,380
zalando/patroni,1,59,2040,998,23016,29141,11.11111111111111,56.19047619047619,87.1422469030329,1.77842721456956,41.01430938931161,82.83635123226925,0,52,49,131
altschool/dynamic-rest,9,964,10344,43281,156872,125571,69.23076923076923,92.51439539347409,97.17238139971818,22.623135908171427,81.99756420107363,95.87182580280657,11,237,51,565
pimutils/todoman,2,75,2258,5394,21922,32750,18.181818181818183,62.5,85.66009104704098,9.499823881648469,38.60866502289538,79.84299575795993,0,101,61,149
pimutils/khal,2,63,2195,5394,18720,28740,18.181818181818183,58.333333333333336,81.96415235250186,9.577754891864057,33.23981675485635,71.43744873356367,2,182,73,388
drvinceknight/nashpy,0,908,12064,0,419468,359552,0.0,93.51184346035015,96.97749196141478,0.0,85.12398203635345,95.48459056445937,102,18490,21968,151586
dhermes/bezier,0,220,3732,0,94623,96074,0.0,92.43697478991596,98.73015873015873,0.0,70.62208456170467,97.80913403783113,35,12,149,17
smtg-ucl/galore,10,1247,20204,168476,610962,433428,71.42857142857143,95.55555555555556,98.39290932112593,24.576415825090187,89.1240067744293,96.70544451732955,9,21044,23934,157915
auth0/auth0-python,5,169,3409,35223,62051,47249,55.55555555555556,88.94736842105263,98.07249712313003,49.14882929143527,86.5835961264756,97.54732952082085,6,87,20,105
unidata/siphon,6,534,10690,26792,208543,240174,42.857142857142854,81.90184049079755,90.75473299940572,7.298085042630274,56.80667919697093,87.92364970237442,25,8543,4009,28939
unidata/metpy,11,1644,30668,134532,678723,642075,36.666666666666664,84.96124031007753,92.57425742574257,12.856454794269201,64.86168024953747,88.77967100050745,1162,47789,34110,258894
koed00/django-q,3,829,9592,7931,125984,115354,27.27272727272727,86.80628272251309,94.8294611962432,4.081475115404211,64.83426565869172,92.20427314219029,12,303,104,609
prometheus/client_python,1,25,249,4313,4313,3142,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
rgalanakis/goless,3,312,5473,9331,77475,55957,60.0,89.65517241379311,97.73214285714286,9.60453722002635,79.7461709486166,95.35632732354044,50,962,341,3649
wolph/python-progressbar,1,15,225,3072,4698,3103,50.0,88.23529411764706,97.82608695652173,56.38766519823789,86.23348017621146,93.77455424599577,1,7,2,31
darkoperator/dnsrecon,0,163,2050,0,30555,25628,0.0,90.05524861878453,96.37987776210625,0.0,75.48171936758892,91.95220838864769,3,18,3,31
edgewall/genshi,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,29,0,68,0
keepkey/python-keepkey,2,147,3317,18123,57218,41004,33.33333333333333,94.23076923076923,97.41556534508076,27.411743352391326,86.54445351967813,95.83508624316364,5,22,112,98
fboender/ansible-cmdb,3,28,767,608,3529,7729,60.0,49.122807017543856,82.829373650108,4.039330321551953,23.445389317034284,70.3403713141609,34,86,67,196
pixaranimationstudios/opentimelineio,0,21,689,0,5936,6075,0.0,65.625,89.24870466321244,0.0,46.640999449988215,79.05009759271307,0,5,0,7
pretenders/pretenders,0,0,82,0,0,1016,0.0,0.0,64.0625,0.0,0.0,53.75661375661376,20,2,39,6
byt3bl33d3r/crackmapexec,37,2682,32798,451551,767405,440537,53.62318840579711,87.70438194898627,93.7166042803669,47.29070075541373,80.36992546403013,91.14489476286731,167,2220,1671,6130
riga/law,6,336,6929,77891,122283,81062,66.66666666666666,91.80327868852459,95.95623874809583,57.37657822237282,90.07690381130574,95.09073633089727,41,304,596,1224
mailpile/mailpile,13,462,8497,104113,169929,119681,65.0,96.04989604989605,99.35687558465855,58.433001262803415,95.37196576399607,99.4482529394657,32,109,82,170
twisted/axiom,16,905,16574,305972,314760,193012,80.0,98.0498374864572,99.80729856678309,95.17102803447621,97.90449055512182,99.68701257114525,203,738,1449,5105
twisted/treq,13,866,16548,108706,282263,197124,59.09090909090909,93.11827956989247,98.05641147191278,32.56942717524501,84.56887589246391,97.15950258025403,364,794,631,5167
dictation-toolbox/caster,13,250,3817,64486,90056,59205,92.85714285714286,97.65625,98.07297019527236,70.07519777449362,97.86142745370773,98.17919506492214,0,58,506,68
neovim/pynvim,1,5,61,72,1187,858,50.0,83.33333333333334,100.0,5.217391304347826,86.01449275362319,99.65156794425087,4,1,4,1
grow/grow,20,1022,12778,103293,311237,177036,42.5531914893617,87.87618228718831,94.59579508439442,26.06007089425151,78.52282618293745,92.34332211877006,127,489,496,4383
cloudant/python-cloudant,2,53,760,4727,24977,19527,40.0,72.6027397260274,86.16780045351474,14.449471174420736,76.34957510545944,88.01099743092801,1,50,6,65
healpy/healpy,9,1620,26788,132802,661302,568482,52.94117647058824,89.6513558384062,95.50089126559715,14.498873843137211,72.19871892150965,92.19818127855437,42,32626,36585,202365
rocmsoftwareplatform/tensile,0,57,1062,0,16204,15419,0.0,82.6086956521739,96.98630136986301,0.0,71.9410406677322,95.59799119598239,0,9,1,38
h5py/h5py,0,227,3745,0,113349,96866,0.0,95.37815126050421,99.07407407407408,0.0,84.59827592640967,98.61543786777432,19,20,51,28
counterpartyxcp/counterblock,14,535,12070,179566,220252,155785,63.63636363636363,95.53571428571429,99.10501683225223,75.34248299647972,92.41355582315501,98.12301199886625,38,253,235,378
vit-project/vit,0,18,1177,0,7516,13191,0.0,46.15384615384615,80.01359619306594,0.0,29.218986898884268,67.42830854163472,1,56,1,114
lincolnloop/django-dynamic-raw-id,2,879,8910,6933,147258,106722,50.0,97.55826859045506,99.38650306748467,4.391309855586521,93.27210539650366,99.14899942399525,1,51,10,178
scott-griffiths/bitstring,0,1,559,0,2384,6349,0.0,25.0,99.11347517730496,0.0,31.45118733509235,97.99351751813552,0,8,0,16
kozea/weasyprint,2,384,7422,1054,125150,99537,15.384615384615385,80.84210526315789,93.06583072100314,0.5785518638262368,68.69617244578134,88.18573251116308,12,263,33,459
kozea/radicale,2,72,1449,8614,25713,23688,40.0,70.58823529411765,87.76499091459722,19.43679768942642,58.019314951035696,88.42765417351053,19,21,83,33
kozea/cairosvg,0,111,2700,0,35609,37923,0.0,65.68047337278107,90.51290646999665,0.0,54.40807969685858,85.39292952037829,0,189,0,323
instana/python-sensor,5,166,2074,21805,45638,33445,41.66666666666667,83.83838383838383,92.8795342588446,37.8881340028844,79.30009904258831,90.97214666521597,1,93,21,164
qiniu/python-sdk,3,60,815,16103,26696,20747,60.0,82.1917808219178,92.40362811791383,49.22357400501314,81.60420615027205,93.50971289493847,0,51,5,72
bird-house/flyingpigeon,29,985,22755,331846,532184,383097,72.5,92.57518796992481,98.42979496496237,56.17158565402558,90.08280690350931,97.79169261872428,111,1118,1152,2628
rdflib/rdflib,1,21,635,998,6502,8224,33.33333333333333,72.41379310344827,93.65781710914455,6.784961588143314,44.20422870351485,89.76206068543986,2,48,6,65
esss/conda-devenv,3,57,1545,4321,23238,19588,50.0,86.36363636363636,98.78516624040921,15.140154169586545,81.42256482130344,97.71525491369849,0,18,17,39
adamlwgriffiths/pyrr,0,218,3716,0,92980,94840,0.0,89.34426229508196,96.94756065744848,0.0,68.9246187945234,95.8473557084963,21,7,280,19
cocotb/cocotb,0,2,6,0,10,82,0.0,66.66666666666666,37.5,0.0,2.232142857142857,24.2603550295858,0,1,0,2
tmrowco/electricitymap-contrib,8,160,2869,33396,56449,45111,66.66666666666666,92.48554913294798,99.20470262793914,50.904656657266976,86.04374666565049,98.94933099363895,12,112,61,156
c0fec0de/anytree,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,0,0,1,0
eiffel-community/eiffel,7,106,2183,27007,38833,31326,70.0,94.64285714285714,99.1371480472298,61.94550208725171,89.07059956878756,98.6583522297808,2,56,35,105
ably/ably-python,5,141,2478,26090,47342,38508,29.411764705882355,68.44660194174757,86.37155803415824,36.694796061884674,66.58509142053445,85.35709535842533,21,142,34,205
sobhe/hazm,4,1308,21998,15831,639250,528532,33.33333333333333,90.70735090152566,95.48986413161435,2.027507296900274,81.87000439286845,94.22641852537897,772,28408,29636,198815
flask-admin/flask-admin,4,131,3129,13189,50718,42339,40.0,82.38993710691824,97.72017489069331,20.6416777525628,79.37710305970734,97.06327372764787,30,169,125,366
pytest-dev/pytest-django,5,90,1990,7635,34691,25884,83.33333333333334,96.7741935483871,99.64947421131698,20.699471329808866,94.05178256743933,99.53470486444914,4,24,4,52
pytest-dev/pytest,0,18,258,0,2492,3315,0.0,52.94117647058824,69.91869918699187,0.0,32.639161755075314,65.08933830748086,3,77,23,246
furlongm/patchman,10,1075,11504,67612,203015,139195,45.45454545454545,90.79391891891892,97.137549607363,27.140225031209734,81.49252772748984,95.92113786402415,24,526,68,1241
kristianoellegaard/django-health-check,2,879,8902,6933,145874,106513,50.0,97.55826859045506,99.29726715002789,4.391309855586521,92.39549024575628,98.95483007859679,0,55,12,187
tuw-geo/ascat,12,575,10538,177436,294552,248216,70.58823529411765,95.83333333333334,99.06928645294725,53.21712319933777,88.34289587575994,98.44684530325385,103,8566,4140,28977
rallytools/rallyresttoolkitforpython,4,64,986,11270,31520,24410,57.14285714285714,76.19047619047619,88.82882882882883,28.708255852459434,80.29141299640828,90.1103769057551,14,88,61,145
deschler/django-modeltranslation,1,759,8422,3072,101628,99332,25.0,84.23973362930077,93.94311210262131,1.945781606283253,64.37040790473777,92.28339434028875,1,80,9,208
qutech/qupulse,0,901,15776,0,487532,305946,0.0,83.27171903881701,91.61972239967477,0.0,76.5946750163784,91.34488781405348,128,455,381,760
kklmn/xrt,29,2008,30149,464314,915438,569792,82.85714285714286,96.39942390782525,98.68416745769369,46.60037295232513,91.8769458054907,97.14444514535215,28,21783,24289,160098
alisw/alibuild,7,229,5355,26752,86485,78790,46.666666666666664,81.78571428571428,96.19184479971258,23.09013542322996,74.64676891739097,95.78050351928617,4,188,92,354
offu/werobot,4,63,879,16647,27605,22218,66.66666666666666,85.13513513513513,97.66666666666667,50.05412231643515,83.00258584400746,98.10570936547887,6,39,34,46
wikimedia/revscoring,17,1241,24353,148882,592053,470746,51.515151515151516,92.13066072754269,97.92512766898548,21.74037481491433,86.45406516767959,96.86291132364319,157,7270,8614,33148
ledatelescope/bifrost,32,573,9423,175697,201811,133572,96.96969696969697,99.47916666666666,99.36728883264789,86.45016852412232,99.2993332841292,99.33588666195664,365,176,1139,209
bugy/script-server,0,19,979,0,9267,14641,0.0,55.88235294117647,92.27144203581527,0.0,39.34363590048399,89.13850837138509,0,100,2,141
pyocd/pyocd,6,175,5049,24212,60568,58351,26.08695652173913,69.1699604743083,89.79192601813978,22.299587385794283,55.78396699086354,86.14855388067855,3,104,28,180
robotframework/sshlibrary,5,318,7357,43358,87418,69272,62.5,76.2589928057554,92.44785121889922,37.61136026509598,75.83167792919787,91.96903917898062,4,372,8,574
robotframework/seleniumlibrary,12,621,14118,55281,223705,149696,75.0,81.0704960835509,95.25030360275267,21.403681304640738,86.61403603868699,95.46999661987641,10,232,79,463
ickc/pantable,1,257,4753,10130,121132,108913,25.0,91.13475177304964,98.121387283237,6.585020216597111,78.74202061962895,97.25330166355624,2,31,44,51
circl/ail-framework,1,101,2061,397,27729,31614,20.0,88.59649122807018,98.00285306704708,0.9294811762502341,64.92086533058625,97.07968678028558,3,11,3,20
stevenblack/hosts,4,64,897,16450,27549,22051,66.66666666666666,86.48648648648648,98.0327868852459,49.75651069235656,83.32778802819033,98.2621095316608,0,39,5,44
django-ses/django-ses,7,969,12386,36657,175462,150859,58.333333333333336,88.25136612021858,95.74829931972789,15.74227959649055,75.35182536921802,94.3529220454318,3,198,63,492
python-telegram-bot/python-telegram-bot,1,79,1468,1006,24227,22552,12.5,63.70967741935484,82.47191011235955,2.5162581290645325,60.59779889944973,81.39753122067422,22,59,35,76
lneuhaus/pyrpl,13,1358,23508,236236,565106,498931,65.0,88.87434554973822,95.68933935767492,33.20542338193911,79.43151757426507,94.26562777498575,475,27459,26921,181055
rmcgibbo/sphinxcontrib-autodoc_doxygen,19,794,10701,179144,304797,146952,76.0,96.24242424242424,99.32244291813626,55.01864216261371,93.60914725158628,99.11241805379449,27,748,149,2165
pymoca/pymoca,0,280,4486,0,116168,102443,0.0,94.91525423728814,98.8541207580432,0.0,79.74627931242793,97.92287986541255,62,239,204,495
gpilab/core-nodes,1,101,711,21699,21699,15028,100.0,100.0,100.0,100.0,100.0,100.0,0,0,245,0
easypost/easypost-python,4,64,1027,19259,31077,23602,66.66666666666666,86.48648648648648,98.27751196172248,53.691106774463336,86.63785893504321,98.52640367355458,1,42,41,45
ratt-ru/stimela,2,61,1086,13441,17131,13983,50.0,88.40579710144928,98.36956521739131,68.2111139304745,86.93732555189038,97.73537429230447,3,16,10,95
pytrainer/pytrainer,10,991,22490,130874,452215,367322,62.5,88.95870736086175,97.09869614022969,21.061321703586287,72.77416136274029,94.34818121574207,469,2860,2050,6940
emc-isilon/pike,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
flask-middleware/flask-security,5,213,4864,5767,62060,67140,27.77777777777778,73.95833333333334,94.3733022894839,5.142587077098678,55.34055037363343,91.61117781901538,35,317,152,738
fedora-infra/anitya,36,1848,36040,199115,587867,463529,52.17391304347826,91.48514851485149,98.12142662673564,26.82373512917128,79.19437862130191,96.40946604768799,26,1875,2888,7838
fedora-infra/the-new-hotness,30,1117,22026,170171,388183,273546,68.18181818181817,94.42096365173288,98.76687144074256,38.88156466703986,88.69409251368056,97.93529123241667,435,932,735,5428
fedora-infra/mote,1,28,413,8510,8510,5410,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
jupyterhub/batchspawner,27,811,21222,148618,320925,303096,72.97297297297297,88.92543859649122,97.08586852097534,31.644483433372585,68.33294651963487,95.12505139205784,29,1110,1083,2732
inmanta/inmanta-core,16,1062,17043,259178,386013,245578,34.04255319148936,87.62376237623762,95.13257047167178,55.06224771616741,82.00828553218611,93.00153754099479,20,378,2500,557
vyperlang/vyper,2,159,2991,6813,48675,37050,40.0,71.62162162162163,93.6150234741784,10.311478387213949,73.66963312749728,90.97159132762049,2,10,2,11
pierreraybaut/pythonqwt,2,329,4942,22927,128120,112570,50.0,94.54022988505747,98.19193324061196,14.351620011017078,80.1993089288397,96.54042742959075,2192,76,4946,179
pierreraybaut/guiqwt,2,816,12299,9234,330517,304392,28.57142857142857,88.88888888888889,94.46236559139784,2.0388291636031237,72.97679214496574,91.93522081342459,1103,18787,24657,152424
calebbell/fluids,0,612,9837,0,281870,263826,0.0,87.93103448275862,95.21827509437615,0.0,72.09818059971404,91.75982025473188,27,18380,21758,151411
celery/django-celery-beat,10,1261,16709,61411,231669,188814,45.45454545454545,88.80281690140845,95.83596214511041,20.17205586724303,76.09776767530778,94.21527192163947,17,386,153,1149
lbl-srg/buildingspy,10,1412,23959,131138,652570,479060,41.66666666666667,93.13984168865436,97.19675456389453,17.137137084812743,85.27796327102938,95.00728826836693,11,21158,23960,158075
amperser/proselint,2,235,2352,41302,47891,30461,66.66666666666666,97.10743801652893,97.95918367346938,80.30409083838855,93.11518121014156,97.27287242535526,19,204,50,340
pslmodels/cost-of-capital-calculator,14,1308,27218,256879,474486,426569,63.63636363636363,88.08080808080808,95.31780773945019,38.55149198516644,71.20918107775913,91.45755255010592,37,10756,6137,33884
pslmodels/tax-calculator,11,122,2012,63863,63863,40539,100.0,100.0,100.0,100.0,100.0,100.0,0,52,311,70
pslmodels/og-core,25,2375,42037,362837,961561,809561,53.191489361702125,88.22436849925705,94.67792792792793,27.303292239597326,72.35695639970412,91.37453286244288,266,171231,32204,650794
lowerquality/gentle,11,277,4567,84410,84410,60062,100.0,100.0,100.0,100.0,100.0,100.0,18,148,47,219
jungmannlab/picasso,10,89,1512,25736,25736,18373,100.0,100.0,100.0,100.0,100.0,100.0,4,27,630,48
googleads/googleads-python-lib,17,569,4799,99694,129201,78465,70.83333333333334,94.3615257048093,97.20478023090946,68.86276351780731,89.24446716215843,96.99131015216504,18,303,198,3863
airspeed-velocity/asv,1,1,61,998,998,363,100.0,100.0,100.0,100.0,100.0,100.0,0,0,1,0
mouse-imaging-centre/pyminc,1,231,3830,1430,110380,96952,50.0,95.850622406639,98.63507597218646,1.056012997083041,81.51238784477347,97.89868023790049,1,10,1,14
naomiproject/naomi,4,169,3140,8973,62906,48963,26.666666666666668,77.1689497716895,91.83971921614507,10.9916089912415,77.05763459300545,89.07546208703245,10,220,442,625
tardis-sn/tardis,14,165,2386,50821,62954,44978,87.5,94.82758620689656,99.33388842631142,75.36629493415589,93.35923597105233,99.25631689286108,16,331,641,382
weblateorg/weblate,9,1693,21390,92418,369354,255889,34.61538461538461,81.16011505273251,91.66095303393898,17.71433719305442,70.79639571948562,88.999297435291,91,3941,1193,23838
piqueserver/piqueserver,17,1039,23457,122217,342332,281238,56.666666666666664,84.88562091503267,95.00607533414338,24.316806704297427,68.11180991756913,93.05829916914006,22,798,1360,5381
googlefonts/cu2qu,3,406,6773,17012,152833,95155,60.0,97.59615384615384,98.78938156359393,10.891932210334915,97.85132115577922,98.83666580109063,25,40,390,58
googlefonts/noto-emoji,15,813,12461,82404,261057,191637,68.18181818181817,94.86581096849474,97.2376121732345,27.47431909339148,87.0390189743641,96.82646348487758,71,685,920,1312
googlefonts/ufo2ft,4,356,6438,17023,103968,86656,50.0,83.37236533957847,92.60644418872268,10.764444388235814,65.74386149069501,88.65426718228879,29,151,57,244
googlefonts/roboto,7,191,3890,72341,72341,51166,100.0,100.0,100.0,100.0,100.0,100.0,0,121,245,264
googlefonts/glyphslib,4,429,7060,29220,130157,97610,50.0,91.47121535181236,96.31650750341065,17.586094827689973,78.3351589489269,94.93104588512186,14,126,410,197
googlefonts/pyfontaine,5,377,5843,19274,143386,93472,55.55555555555556,95.44303797468355,99.1347132677299,12.464270470918427,92.72604989846994,98.89437878900092,4,45,38,49
googlefonts/fontmake,8,528,8706,12511,142925,118180,50.0,87.27272727272727,94.3228602383532,6.093415156828366,69.61085135398403,90.72832937961107,61,441,131,680
sirfz/tesserocr,1,94,1169,31016,31016,21457,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
jag1g13/pycgtool,10,1174,14020,399967,536079,338943,76.92307692307693,96.54605263157895,98.76717153927439,68.61344797299151,91.96315840035133,98.1513174469416,105,18621,22111,152034
thetisproject/thetis,3,694,10720,1287,339711,284265,33.33333333333333,91.6776750330251,96.05734767025089,0.3114322495716899,82.20432085023181,93.78433216212204,68,18425,21903,151561
razorpay/razorpay-python,3,65,868,16103,28393,21908,60.0,89.04109589041096,98.4126984126984,49.22357400501314,86.79158769945589,98.74250687339433,0,36,5,39
openai/gym,2,234,3977,424,104667,97853,40.0,91.76470588235294,98.12484579323957,0.30766998040780785,75.9502213192076,97.18437152391546,15,40,427,87
cea-sec/miasm,0,223,2169,0,39437,27799,0.0,98.67256637168141,97.57085020242914,0.0,83.18111830587839,96.88425748440386,36,215,285,366
brickschema/brick,87,3735,60336,1318859,1627262,1130783,84.46601941747572,96.2877030162413,98.84665792922674,77.26873000333363,95.33730908511426,98.47186917360935,361,32243,32673,207940
econforge/dolo.py,41,3632,61601,981827,1662064,1063535,73.21428571428571,94.85505353878297,98.2660158244002,52.72794353786286,89.25932648859168,96.71366241267867,1231,33048,30279,192210
jwilk/ocrodjvu,1,32,357,7110,7784,4702,50.0,96.96969696969697,99.16666666666667,90.43500381582294,99.00788603408802,99.42905476844999,2,1,2,1
aldjemy/aldjemy,3,1045,18533,5670,237669,238821,50.0,90.47619047619048,96.7275574112735,1.4748303424883795,61.82036202272852,93.97554804411897,14,328,38,513
matrix-org/matrix-python-sdk,3,77,1068,7712,29402,23859,50.0,84.61538461538461,95.95687331536388,21.31859018659295,81.27712508638562,96.52870493991989,0,41,6,44
matrix-org/synapse,58,1565,21043,454984,501770,275772,82.85714285714286,96.60493827160494,98.46060265768295,85.03070557409892,93.77441214617572,97.10726195213161,426,3238,2322,4637
18f/tock,4,204,1945,42684,42684,22962,100.0,100.0,100.0,100.0,100.0,100.0,0,12,11,12
dallinger/dallinger,48,4048,60754,475985,1458621,818000,53.333333333333336,91.9164396003633,97.11627609578312,27.73354448781346,84.98740589379699,95.62352853158265,1858,4564,6865,15925
breakingbytes/simkit,1,49,806,13144,13393,10763,50.0,84.48275862068965,84.93150684931507,56.98183552260806,58.06129969220098,66.56153370439085,0,8,9,8
xlsform/pyxform,1,144,1268,115,18479,12993,25.0,69.23076923076923,83.311432325887,0.2977654643846612,47.847026229253515,64.96824841242062,0,17,0,35
slgobinath/safeeyes,0,24,977,0,8385,15156,0.0,64.86486486486487,91.73708920187794,0.0,36.857142857142854,91.55491119971005,0,4,1,5
vkurup/python-tcxparser,1,40,670,998,10584,10153,33.33333333333333,85.1063829787234,96.26436781609196,6.346985499872806,67.31111676418215,94.411381811419,17,4,48,10
clusterlabs/crmsh,2,59,1041,2553,13623,14494,40.0,79.72972972972973,91.63732394366197,11.00336177915697,58.714765968451,87.61409659674787,9,470,109,3931
iqtlabs/poseidon,11,256,4489,96493,96493,66661,100.0,100.0,100.0,100.0,100.0,100.0,1,100,43,157
spamscope/mail-parser,1,8,110,998,1740,1253,50.0,80.0,88.70967741935483,32.80736357659435,57.1992110453649,64.28937916880452,6,2,12,8
matlink/gplaycli,8,280,5677,79136,123001,81208,57.14285714285714,90.32258064516128,97.27553118574366,56.73400914787147,88.1816096239049,96.57386816349344,8,69,43,95
simpeg/discretize,4,808,15921,10765,357858,341808,50.0,87.73072747014115,93.19791605689866,2.118931814289848,70.43908046429507,91.56217268896646,992,18587,22269,151999
georgemarshall/django-cryptography,4,924,11121,26053,159683,127634,50.0,91.57581764122894,96.99110413396129,13.373612102110272,81.96900553875848,96.2135431978712,13,128,34,316
modoboa/modoboa,3,1498,20037,31984,270742,236739,12.5,78.3882783882784,91.9930214407052,7.234218686739603,61.237082156242295,88.47542380482555,294,2799,1577,9397
pipoline/rocket-python,21,247,4412,83037,95170,70076,91.30434782608695,96.484375,99.63866305329721,83.33032273603082,95.50618175979447,99.5199818217968,8,122,268,185
archesproject/arches,32,2587,37174,165897,636067,547504,46.3768115942029,84.15744957709825,93.99479127158715,19.383842066151622,74.31974219841749,92.77150080316657,179,2893,781,7737
pygae/clifford,0,977,21082,0,465599,393827,0.0,90.71494893221913,97.20582810770934,0.0,82.27497146169152,94.61695732918822,422,20142,24473,156078
simple-salesforce/simple-salesforce,12,335,5099,64845,91899,68973,66.66666666666666,92.28650137741047,97.62588550641394,60.65098442688117,85.9551980545293,96.67260010932485,3,205,201,262
uploadcare/pyuploadcare,9,291,4294,66207,83188,60557,56.25,88.71951219512195,94.2907334211682,68.12961781473173,85.60373747144415,92.55517515436816,24,196,99,254
tribler/tribler,25,1253,18411,292998,473096,336762,71.42857142857143,93.99849962490623,97.1761849466906,55.739282955838206,90.00072290348477,97.3067154410936,102,367,1056,4086
alex-rudakov/sphinx-argparse,19,782,10201,88320,306351,140507,82.6086956521739,98.48866498740554,99.52195121951219,28.008575089112426,97.15189070566895,99.38884212462244,0,748,88,2194
hypothesisworks/hypothesis,1,23,336,1006,4362,7324,33.33333333333333,82.14285714285714,92.56198347107438,9.375582479030754,40.65237651444548,87.76512881965249,0,14,34,43
sosy-lab/benchexec,0,17,345,0,5533,4599,0.0,94.44444444444444,99.42363112391931,0.0,93.41549890258315,99.58856647899523,0,3,1,10
pybel/pybel,17,1192,25206,50862,432406,507567,48.57142857142857,82.72033310201249,93.28300210947042,6.642740159701598,56.47360901057624,90.87616332990764,64,9212,4590,30119
ahmadfaizalbh/chatbot,5,73,883,32798,32798,22268,100.0,100.0,100.0,100.0,100.0,100.0,0,35,5,38
jjjake/internetarchive,4,95,1129,6024,28005,23406,36.36363636363637,74.21875,83.75370919881306,14.680866619550118,68.24994516608584,83.97072540718949,12,117,89,208
bd-j/prospector,27,673,7785,186596,186596,123426,100.0,100.0,100.0,100.0,100.0,100.0,47,204,858,306
infobyte/faraday,23,537,12936,192787,236648,176451,69.6969696969697,90.86294416243655,98.14871016691957,70.61174109235819,86.67662916080637,97.12507018065327,66,278,113,623
