product,NBD,NBFD,NBMD,NBD-LOC,NBFD-LOC,NBMD-LOC,PBD,PBFD,PBMD,PBD-LOC,PBFD-LOC,PBMD-LOC,unique_unresolved_count,unique_resolved_count,unresolved_count,resolved_count
bingads/bingads-python-sdk,33,1046,15572,360359,406237,212578,89.1891891891892,96.58356417359187,99.1026538534971,85.87173059325912,96.80422639926796,99.02040702251247,60,746,555,2212
mpdavis/python-jose,1,235,4179,56738,68909,50285,20.0,89.69465648854961,95.91462015148038,64.6933400225762,78.5708584655029,93.69992173815824,9,96,119,197
jeltef/pylatex,0,0,28,0,0,377,0.0,0.0,96.55172413793103,0.0,0.0,97.92207792207792,0,1,0,1
smartbgp/yabgp,9,478,7491,79474,132303,96069,52.94117647058824,93.359375,98.2941871145519,51.86345334351364,86.33880851230447,97.40243939532196,49,382,164,687
qutebrowser/qutebrowser,1,30,1047,367,10294,13285,33.33333333333333,66.66666666666666,91.60104986876641,1.7882375870974028,50.158358914388735,88.60801707463483,0,28,17,62
nchammas/flintrock,10,320,6478,72579,102233,76454,76.92307692307693,93.56725146198829,98.70486058205088,64.79457924902245,91.26805577874194,98.70126516911955,14,129,63,254
bigcommerce/bigcommerce-api-python,9,219,2855,84059,97886,47254,75.0,95.21739130434783,99.09753557792433,82.00558027003825,95.49480995863576,99.0566828777461,3,30,28,40
getpopper/popper,18,649,6501,117834,163994,104006,75.0,95.44117647058825,98.20241691842901,65.96023376099953,91.79933275116993,97.675641663771,6,265,762,3848
moogar0880/pytrakt,4,139,1397,7211,38998,30557,44.44444444444444,84.7560975609756,91.48657498362803,14.895067338676359,80.55440799801701,90.78403992988501,1,54,8,87
chebpy/chebpy,9,295,7614,150328,150328,95795,100.0,100.0,100.0,100.0,100.0,100.0,13,32,184,76
oasis-open/cti-stix-validator,20,338,4534,41802,85376,63129,62.5,85.13853904282117,94.34040782355389,37.65437103094176,76.90492275818583,91.2071082857762,74,261,400,429
buruzaemon/natto-py,0,26,1109,0,13829,12220,0.0,78.78787878787878,92.64828738512949,0.0,72.32740585774059,88.37142030662423,0,26,1,33
shivam5992/textstat,0,0,7,0,0,125,0.0,0.0,58.333333333333336,0.0,0.0,56.56108597285068,0,2,0,2
arm-doe/pyart,39,1962,38262,256632,790279,755765,67.24137931034483,85.86433260393873,94.00289904921013,21.521134792216124,66.27272079264381,90.39310502375949,4169,158549,37427,620744
timmyomahony/django-pagedown,3,984,10116,37949,181432,128823,60.0,98.89447236180905,99.82238010657194,20.089890733525326,96.04861934609521,99.78930245168287,2,48,12,172
allankp/pytest-testrail,9,157,2862,52988,65121,47842,81.81818181818183,94.57831325301204,99.40951719346995,76.13327777697955,93.56599951148723,99.27373837981408,6,62,20,90
kiminewt/pyshark,1,40,518,608,8433,7237,25.0,86.95652173913044,94.87179487179486,5.040205587333167,69.9079830887839,91.92175790676997,3,8,4,15
glotaran/pyglotaran,15,2037,35125,226060,790955,635257,53.57142857142857,90.73496659242761,95.0711849726628,21.311416682221758,74.56591870249805,91.46613450592993,344,44801,32960,253141
wind-python/windpowerlib,5,481,9445,17128,183636,221338,45.45454545454545,81.80272108843538,89.98666158536585,5.0506599355987785,54.150104386596055,86.80942856022277,4,8535,3730,28924
django-mptt/django-mptt,2,848,8831,6933,127467,105449,40.0,93.90919158361018,98.4284440481498,4.388502414847355,80.68501908457347,97.93266775017415,1,170,9,368
lebigot/uncertainties,1,225,1853,40304,40304,23717,100.0,100.0,100.0,100.0,100.0,100.0,0,192,122,327
zeromq/pyzmq,1,65,436,10186,10186,5734,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
pre-commit/pre-commit,5,206,3104,20995,59070,38117,55.55555555555556,95.81395348837209,99.29622520793346,33.69064621210905,94.78954378420013,99.10043418350102,23,13,434,16
pre-commit/pre-commit-hooks,1,31,805,14545,14566,11395,50.0,93.93939393939394,95.71938168846611,94.66935693829733,94.8060400937256,95.11686143572621,0,1,0,1
nutechsoftware/alarmdecoder,0,12,338,0,2209,3835,0.0,42.857142857142854,81.84019370460048,0.0,25.957696827262044,70.88724584103512,0,11,0,12
softlayer/softlayer-python,6,588,5203,20959,194398,80513,46.15384615384615,85.09406657018813,91.68281938325991,8.628511675394394,80.03079405855812,88.23342465753424,1,113,23,1462
liminspace/django-mjml,2,831,8638,6933,129696,102609,50.0,92.23085460599334,96.35248187395426,4.391309855586521,82.14846719027109,95.32785819134506,8,43,35,172
galaxyproject/bioblend,12,416,4930,48390,102730,71338,66.66666666666666,96.07390300230946,99.07556270096462,43.182609161245416,91.67492124684318,98.93764562298901,9,343,368,524
pboardman/4scanner,5,73,882,32714,32714,22187,100.0,100.0,100.0,100.0,100.0,100.0,0,35,5,38
dominodatalab/python-domino,5,99,1910,18671,43610,36117,41.66666666666667,73.33333333333333,89.33582787652011,31.231808905690677,72.94837911076912,87.66900502463771,1,92,82,209
stellarcn/py-stellar-base,9,196,4008,26004,72508,60284,47.368421052631575,87.89237668161435,97.7084349098001,28.67034178610805,79.94266813671445,95.81512150929001,23,101,85,142
katholt/kleborate,0,474,7984,0,232408,195018,0.0,83.0122591943958,94.69813782469458,0.0,75.28116092251878,93.88006604695495,76,90,401,309
katholt/kaptive,1,495,8006,133991,266948,198695,50.0,86.69001751313485,95.86875823254701,43.401268438680255,86.46761205729352,96.10631454206873,75,85,401,301
olofk/fusesoc,10,222,3095,39123,58140,44455,71.42857142857143,94.0677966101695,98.81864623243933,56.92853920812537,84.60049764998617,98.30392286939986,31,179,111,429
provenancelabs/image-match,15,1146,14202,241131,394651,342038,83.33333333333334,94.78908188585608,97.73587502580689,52.54131294995381,85.99260027541966,96.78549397563087,861,112925,5764,376875
mjg59/python-broadlink,3,108,2709,20118,35164,26226,75.0,92.3076923076923,99.04936014625228,51.20256547300909,89.49632231299789,98.99966026197576,9,11,23,11
circus-tent/circus,0,65,1765,0,21039,25025,0.0,59.63302752293578,86.47721705046546,0.0,47.90191480157556,86.32882572098801,9,110,19,202
fffonion/xehentai,3,51,783,5685,24028,19602,50.0,68.0,84.19354838709677,16.883464005702066,71.35899263483012,85.48253456020235,5,46,6,54
robotika/osgar,5,436,6599,21301,145207,139590,35.714285714285715,82.73244781783681,93.9493166287016,9.759997800667131,66.53302664858326,91.37923133825176,123,204,824,305
grokzen/pykwalify,2,65,1151,15543,22037,16771,50.0,97.01492537313433,95.28145695364239,64.15039828304924,90.95299021833341,92.71380396926308,16,2,47,3
grokzen/redis-py-cluster,0,3,419,0,385,4214,0.0,37.5,87.84067085953879,0.0,5.879657910812462,81.42995169082126,7,43,7,76
panoptes/pocs,26,985,12916,199824,277039,178106,86.66666666666667,94.98553519768564,98.47514486123818,65.5736844177835,90.91234264862238,97.87818670418262,200,1368,1459,7829
camptocamp/anthem,1,229,1974,40304,41488,24610,50.0,99.56521739130434,99.9493670886076,96.92422384147368,99.77154125483972,99.94314489928526,0,193,50,328
camptocamp/marabunta,2,353,5234,14912,86973,65287,28.57142857142857,92.89473684210526,98.14363397712357,14.581011049183534,85.04253446758581,96.00888222232025,12,346,76,1062
z411/trackma,1,59,1027,17319,17319,13269,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
nabla-c0d3/sslyze,2,130,3557,19120,42694,37949,25.0,78.3132530120482,94.85333333333334,30.917999385520933,69.03834025969826,91.59566508170211,351,113,591,156
magmax/python-inquirer,5,414,2874,158458,158458,38609,100.0,100.0,100.0,100.0,100.0,100.0,9,4,86,5
thread/django-lightweight-queue,1,882,9046,3861,140751,107819,16.666666666666664,95.14563106796116,98.12344072025165,2.3768190884243183,86.64585949619561,97.14561164821104,1,58,11,190
presslabs/gitfs,0,214,3721,0,40518,40091,0.0,88.79668049792531,97.48493581346608,0.0,70.67873776754409,96.05625703811965,5,36,7,67
arviz-devs/arviz,8,1459,28220,125168,577333,582553,34.78260869565217,83.32381496287834,92.0447503180143,12.954345990163771,59.75146549868353,87.60235008578987,248,91102,34150,356694
lucyparsons/openoversight,64,4047,63720,789771,1533331,836625,64.64646464646465,93.87613082811413,98.16518001571383,45.95911013657305,89.22906552003263,96.76686198353416,179,3597,685,8823
yubico/yubikey-manager,7,268,4458,28909,60037,46788,53.84615384615385,82.71604938271605,93.75394321766561,35.464203346582266,73.65057166691201,91.59390783446224,9,244,42,537
wmayner/pyphi,3,998,16532,781,429789,367822,23.076923076923077,92.06642066420663,97.91518597488746,0.15146108555515045,83.3499468625641,97.45229680106402,24,18425,21845,151464
juanifioren/django-oidc-provider,7,457,5358,74016,120355,78172,87.5,94.42148760330579,97.91666666666666,56.60706364623644,92.04689722685349,96.82301794716177,26,245,66,384
zalando-stups/pierone-cli,3,213,2993,31324,58122,48983,25.0,84.18972332015811,92.77743335399876,40.86094442995043,75.8178972084529,91.82648145023714,0,106,76,145
pyqtgraph/pyqtgraph,0,204,3593,0,90230,89790,0.0,85.71428571428571,95.05291005291005,0.0,67.34335933126843,91.41164253863539,93,272,429,371
dib-lab/sourmash,15,1307,21957,313976,634948,451056,71.42857142857143,95.47114682249817,98.26799140708916,43.989077545782266,88.95831786359261,96.26861371198555,5,21057,23729,157939
openwisp/netjsonconfig,3,72,1587,10142,23394,19576,60.0,91.13924050632912,98.63269111249224,35.42314274737173,81.70863749083162,97.40272663946662,3,32,19,73
pcubillos/mc3,9,1205,19931,130942,551523,423422,64.28571428571429,92.33716475095785,97.06340703223921,19.101148181159093,80.45334994361936,94.47292913336636,461,21060,23824,157924
divio/divio-cli,6,223,3469,22836,67645,60649,42.857142857142854,86.7704280155642,95.38080835853727,25.077144394540046,74.2837376321887,93.64326961677423,0,99,62,237
igraph/python-igraph,0,37,567,0,6742,10968,0.0,49.333333333333336,75.70093457943925,0.0,29.091693635382953,65.26628979470395,76,318,95,530
librosa/librosa,10,1238,26132,47911,518639,499898,41.66666666666667,82.64352469959947,93.02954788180847,5.928566655694943,64.17703412041013,86.1302072026437,935,31925,31885,209928
espressif/esptool,2,157,4313,19120,56544,46531,22.22222222222222,85.79234972677595,95.78059071729957,25.97049794898264,76.80312949933443,93.18313807950335,1,47,156,187
lablup/backend.ai-manager,45,1413,26592,153711,359675,339799,63.38028169014085,85.74029126213593,95.72009646880963,27.444325216084042,64.21816052263682,92.62614147471719,80,785,300,3400
neuralensemble/elephant,2,809,11937,5061,312684,296219,28.57142857142857,87.36501079913607,94.63294751863009,1.1231117808012463,69.3892677470968,90.45186388508893,178,18742,23367,151993
securityinnovation/pgpy,2,108,2944,19120,35717,29208,50.0,78.26086956521739,94.35897435897435,39.62201591511936,74.01566644562334,92.4625660831302,8,82,21,124
daavoo/pyntcloud,2,849,14914,1025,377827,378628,28.57142857142857,87.25590955806783,92.26105784101453,0.18193823684985924,67.06456411148464,89.7063318130664,2,26843,25563,180226
caktus/aws-web-stacks,21,1503,12583,345352,419993,166181,91.30434782608695,98.42829076620825,99.6910156868959,79.64062190121714,96.85336617178383,99.00801925574633,148,655,919,1607
wookayin/gpustat,3,13,1147,10468,12555,12963,50.0,46.42857142857143,92.42546333601935,34.67832770158352,41.59212880143113,89.92715920915713,17,57,51,71
cartodb/carto-python,7,319,3124,80634,80715,52384,77.77777777777779,98.4567901234568,99.42711648631445,97.944756213104,98.04314554332775,99.57042387378824,1,271,114,472
pndurette/gtts,3,75,1288,6223,33062,27765,42.857142857142854,73.52941176470588,90.96045197740112,14.034731619305369,74.56472710870545,92.0498624142161,1,73,128,80
musculoskeletalatlasproject/mapclient,12,749,10558,94774,216359,146701,50.0,93.39152119700748,97.03152283797445,37.16350546429874,84.84034522917901,95.65980033516566,2,166,97,231
jacebrowning/gitman,5,66,1283,21427,21462,16313,71.42857142857143,92.95774647887323,98.6923076923077,98.73283568334715,98.89411114183024,99.20939001398771,3,17,18,70
jacebrowning/mine,4,47,928,6048,11147,10221,40.0,71.21212121212122,93.45417925478348,37.06336560853046,68.31106753278588,88.97110027855153,0,30,9,63
radical-cybertools/radical.entk,13,733,12960,329862,347668,235546,72.22222222222221,93.49489795918367,96.96969696969697,89.34991061270925,94.17303212525056,97.2571008592463,181,398,708,1339
erdc/rapidpy,8,740,11989,18899,225349,261223,44.44444444444444,85.45034642032333,92.50057865905409,4.775091401096055,56.937513738589075,89.71186207843945,72,8950,4251,29533
wagtail/django-modelcluster,2,851,8781,6933,131280,103615,40.0,93.8257993384785,97.07052841034711,4.319195594208677,81.78623937800593,95.30269862585308,2,101,12,271
wagtail/wagtailtrans,25,2323,21754,253969,397435,265861,78.125,93.74495560936239,97.1551069626189,55.04217525487204,86.13526423469034,96.32191237369254,48,5421,252,14259
wagtail/wagtail,8,1145,14031,29059,180299,176366,25.806451612903224,75.57755775577559,88.67471402388928,9.235575670126684,57.30290298180154,85.77904233846454,57,5262,554,12394
mdshw5/pyfaidx,2,69,1441,28536,28536,18880,100.0,100.0,100.0,100.0,100.0,100.0,1,0,1,0
shotgunsoftware/python-api,1,26,686,19077,19077,10098,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
onaio/onadata,70,3967,50135,722761,984752,667429,58.82352941176471,87.96008869179602,95.18882074844785,60.93227704943048,83.01939602300175,93.57298978929467,235,4051,682,14977
gabrielfalcao/sure,2,4,253,4162,4162,2769,100.0,100.0,100.0,100.0,100.0,100.0,6,0,18,0
stamusnetworks/scirius,22,1790,18204,124860,369581,227532,52.38095238095239,87.44504152418173,94.10183509950892,25.549939634533143,75.62688002619248,91.85566760595222,29,1339,942,7459
yeatmanlab/pyafq,25,2537,46609,191660,966056,943765,42.3728813559322,85.94173441734418,94.23384080386568,13.458938860351044,67.83934383635234,91.71671525753159,1687,141789,36467,567553
sncosmo/sncosmo,1,1067,17072,4063,413278,422067,16.666666666666664,88.03630363036304,94.64463909524338,0.6496185110097786,66.07753851663777,92.0111267829776,13,29591,33095,194937
amietn/vcsi,2,325,5703,134352,154829,128163,33.33333333333333,86.43617021276596,97.05582028590878,72.61053553188384,83.67732974474548,95.76194567938133,4,37,21,62
giuliorossetti/ndlib,15,2246,34990,210394,997433,797209,50.0,91.4867617107943,95.40558963871847,16.758346356469115,79.44773939072434,93.26296184942156,118,39769,35937,235269
vortex-exoplanet/vip,6,125,1575,23757,23757,17133,100.0,100.0,100.0,100.0,100.0,100.0,1,12,1096,16
aewallin/allantools,1,654,10110,3707,326456,275175,33.33333333333333,92.76595744680851,96.90405444263395,0.9392895150255918,82.71828916028987,94.70537825364211,63,18359,21959,151371
missionpinball/mpf-mc,13,999,12455,105042,298737,164745,76.47058823529412,87.86279683377309,94.291770762359,28.114737205548966,79.95765739965044,93.62532819586048,37,495,85,868
missionpinball/mpf,1,57,1777,11815,19813,24107,16.666666666666664,68.67469879518072,90.38657171922686,30.05902406757238,50.40706253498194,86.93159280227903,0,25,296,36
aio-libs/aiopg,0,5,198,0,1287,1805,0.0,41.66666666666667,88.39285714285714,0.0,31.73076923076923,79.20140412461606,1,16,3,35
aio-libs/aiohttp,1,37,559,5459,18941,14939,12.5,72.54901960784314,87.61755485893417,22.73257266594487,78.87482301990507,87.20957384705196,21,36,78,62
aio-libs/aiomonitor,0,15,113,0,1603,1552,0.0,78.94736842105263,93.38842975206612,0.0,68.62157534246576,92.05219454329774,0,3,0,4
aio-libs/aiobotocore,5,171,4627,8805,55540,63826,29.411764705882355,69.23076923076923,87.88224121557455,8.296819787985864,52.33451118963487,86.70950563110489,73,468,174,592
aio-libs/janus,1,1,162,3072,3072,1687,100.0,100.0,100.0,100.0,100.0,100.0,0,0,0,0
aio-libs/sockjs,3,80,1779,10842,35932,29254,33.33333333333333,83.33333333333334,95.13368983957218,24.531631821884332,81.30147524662866,94.5018736270836,18,64,81,126
aio-libs/aioredis-py,1,1,175,3072,3072,1776,50.0,50.0,96.68508287292818,92.55799939740886,92.55799939740886,96.26016260162602,0,1,0,7
aio-libs/aiodocker,5,75,1898,8587,31046,29366,50.0,77.31958762886599,93.40551181102363,18.166624354743167,65.68079884911569,89.96109426216952,0,55,85,85
aio-libs/aiohttp-session,4,84,1815,11089,38204,29923,44.44444444444444,87.5,97.05882352941177,25.090505928138295,86.4422119648837,96.66300555627342,21,52,78,100
aio-libs/yarl,1,11,175,780,11702,8971,50.0,84.61538461538461,89.28571428571429,6.416584402764067,96.26521882198091,96.16250401972344,1,8,4,8
aio-libs/aiohttp-sse,8,94,1864,24014,42930,30869,88.88888888888889,97.91666666666666,99.67914438502675,54.33523395782424,97.13548737442302,99.71895593745963,0,48,78,76
aio-libs/aiohttp-devtools,6,428,4100,10776,153816,56559,31.57894736842105,87.34693877551021,94.16628387689481,5.718318678461317,81.62294968877191,90.68302068302069,6,104,251,143
geoscienceaustralia/eo-datasets,44,2517,52749,720104,1227621,960758,64.70588235294117,93.39517625231912,98.31876386274254,53.05974179848021,90.455341570651,97.30268961333454,280,186893,35973,717763
geoscienceaustralia/pyrate,3,143,911,26841,26841,14715,100.0,100.0,100.0,100.0,100.0,100.0,2,8,362,15
touilleman/godot-python,17,937,16773,391662,458022,238522,80.95238095238095,98.63157894736842,99.69093610698366,83.5080627106827,97.65698459097975,99.59081761321409,14,136,396,202
georgetown-ir-lab/quickumls,35,1564,23736,423407,622900,380810,89.74358974358975,99.49109414758269,99.28472832224871,67.24161478846398,98.92326260957947,99.28691548579698,153,342,321,550
bxlab/bx-python,0,223,3730,0,102582,96069,0.0,93.69747899159664,98.67724867724867,0.0,76.56230175019591,97.80404373587442,4,12,92,18
log2timeline/plaso,43,1455,19131,231634,382438,290592,63.23529411764706,87.07360861759426,94.39482903241722,46.67518357016773,77.06279671467836,92.44688770543435,110,748,245,1841
log2timeline/dfvfs,28,655,9671,211838,236253,138698,87.5,96.46539027982327,99.37320180846692,85.53339766702871,95.39139247457271,99.14364956825071,5,38,126,93
tlsfuzzer/python-ecdsa,0,0,60,0,0,361,0.0,0.0,98.36065573770492,0.0,0.0,99.44903581267218,5,1,111,73
tlsfuzzer/tlslite-ng,0,18,861,0,5679,9178,0.0,60.0,90.63157894736842,0.0,34.081497929544504,86.38117647058824,7,57,112,152
