product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
casacore/python-casacore,35,8812,454,6238,3841,98589,239,134983,2,134983,12,28998,47,1982,2,0,0,227,105985,3794,96607,0,0,227,105985,3794,96607,2,134983,12,28998,47,1982,0,0,0,0,0,0,0,0,0,0,0,0
aws-quickstart/taskcat,57,7856,389,5378,34751,613510,2562,1058316,16,179297,88,58480,662,12161,38,22,879019,2474,999836,34089,601349,2,192063,683,245134,10979,158917,9,87480,57,34409,268,5735,20,686956,1791,754702,23110,442432,7,91817,31,24071,394,6426
playpauseandstop/rororo,21,3806,120,2100,7847,106131,648,157103,18,97705,53,24423,172,3254,29,11,59398,595,132680,7685,102877,1,2798,235,29498,2055,20885,6,32215,25,5515,61,1605,10,56600,360,103182,5630,81992,12,65490,28,18908,111,1649
ess-dmsc/lewis,52,8571,428,4669,977,12002,98,19501,3,16298,5,1432,8,144,5,2,3203,93,18069,970,11858,1,1629,90,16495,843,10702,3,16298,5,1432,8,144,1,1574,3,1574,127,1156,0,0,0,0,0,0
scikit-optimize/scikit-optimize,41,10811,292,7829,14861,421658,1018,587051,5,585704,83,109689,497,24422,7,2,1347,935,477362,14369,397236,1,276,917,470758,13963,392392,4,579781,82,109299,495,24403,1,1071,18,6604,406,4844,1,5923,1,390,2,19
mwaskom/seaborn,64,30613,655,16577,19453,387196,1105,592362,9,464730,191,232434,1669,60614,16,7,127632,914,359928,17823,326582,0,0,446,195070,10763,224033,3,420125,179,225055,1632,59542,7,127632,468,164858,7060,102549,6,44605,12,7379,37,1072
smarr/rebench,43,5857,422,4039,2516,37195,118,50561,6,34946,21,17364,98,3171,8,2,15615,97,33197,2418,34024,0,0,32,11579,1240,16898,4,26332,19,14753,68,2208,2,15615,65,21618,1178,17126,2,8614,2,2611,30,963
torchbox/wagtailmedia,30,2002,86,952,20872,261599,2294,405308,13,304717,178,82803,580,10310,32,19,100591,2116,322505,20319,251289,0,0,743,78497,4981,55070,1,90666,36,12169,74,1087,19,100591,1373,244008,15338,196219,12,214051,142,70634,506,9223
httpie/http-prompt,17,1969,134,1041,14401,218449,1401,474008,14,274566,165,63274,1010,17696,23,9,199442,1236,410734,13398,200753,0,0,166,29361,2883,33455,5,61450,98,32089,447,7386,9,199442,1070,381373,10515,167298,9,213116,67,31185,563,10310
httpie/httpie,86,10742,500,6168,10525,168601,1127,395447,10,209054,93,39831,445,10096,15,5,186393,1034,355616,10086,158505,1,177830,921,325721,9219,136114,7,181899,77,34008,377,8022,4,8563,113,29895,867,22391,3,27155,16,5823,68,2074
spyder-ide/qtawesome,9,2097,70,1598,290,3268,80,6903,0,0,0,0,0,0,2,2,6903,80,6903,290,3268,1,2840,66,2840,99,466,0,0,0,0,0,0,1,4063,14,4063,191,2802,0,0,0,0,0,0
spyder-ide/spyder-notebook,22,2614,111,1714,57631,792860,4203,1338550,24,438059,93,57943,367,8578,162,138,900491,4110,1280607,57271,784282,0,0,410,100411,6239,91844,1,127470,38,27059,157,3521,138,900491,3700,1180196,51032,692438,23,310589,55,30884,210,5057
flask-api/flask-api,16,1256,81,733,2984,41581,140,60392,4,42733,37,24998,151,3545,9,5,17659,103,35394,2836,38036,0,0,12,2965,324,5531,1,8791,10,5826,31,980,5,17659,91,32429,2512,32505,3,33942,27,19172,120,2565
zalando/connexion,52,8551,565,5826,4939,78843,282,114367,12,91945,51,38014,155,3150,22,10,22422,231,76353,4786,75693,1,363,108,33586,2979,41082,7,62009,39,28786,105,2444,9,22059,123,42767,1807,34611,5,29936,12,9228,50,706
zalando/patroni,64,24804,1602,19858,2341,35179,105,56117,9,56117,48,34264,303,5974,9,0,0,57,21853,2039,29205,0,0,54,15870,1979,28889,7,48721,45,32851,296,5689,0,0,3,5983,60,316,2,7396,3,1413,7,285
altschool/dynamic-rest,40,5792,267,4189,10645,130978,1042,191313,5,149030,98,42811,370,6164,13,8,42283,944,148502,10286,124814,1,5435,853,110682,9120,100910,4,147293,96,42046,364,6078,7,36848,91,37820,1166,23904,1,1737,2,765,6,86
pimutils/todoman,10,2833,160,1848,2636,41018,120,56780,8,48750,42,32327,366,7846,11,3,8030,78,24453,2275,33172,1,4396,55,16789,1834,26283,7,41134,40,28741,361,7433,2,3634,23,7664,441,6889,1,7616,2,3586,5,413
pimutils/khal,30,11063,587,8219,2678,40231,108,56318,10,51922,46,38596,461,10758,11,1,4396,62,17722,2229,29473,1,4396,42,13067,1823,23726,6,40539,38,31868,412,9182,0,0,20,4655,406,5747,4,11383,8,6728,49,1576
smtg-ucl/galore,9,2130,59,1768,20534,448194,1305,685519,6,555675,49,72303,248,11584,14,8,129844,1256,613216,20286,436610,0,0,811,450071,13295,331081,3,515945,42,65874,224,11015,8,129844,445,163145,6991,105529,3,39730,7,6429,24,569
auth0/auth0-python,61,7748,428,5679,3476,48437,190,71666,4,36443,20,9545,60,1051,9,5,35223,170,62121,3416,47386,0,0,17,2452,307,4665,2,7628,13,5176,35,622,5,35223,153,59669,3109,42721,2,28815,7,4369,25,429
unidata/siphon,27,8408,304,4719,11779,273162,652,367110,7,332702,139,168678,1254,41746,14,7,34408,513,198432,10560,231416,1,17125,414,158902,9330,207245,4,307514,129,165737,1215,40938,6,17283,99,39530,1230,24171,3,25188,10,2941,39,808
unidata/metpy,68,36262,897,26735,33128,723223,1935,1046416,19,903171,286,351523,2378,83595,30,11,143245,1649,694893,30799,639628,0,0,886,417894,18496,418644,8,668662,193,250768,1755,51845,11,143245,763,276999,12303,220984,11,234509,93,100755,623,31750
koed00/django-q,42,4533,257,2701,10115,125107,955,194317,8,186386,119,67545,541,10924,11,3,7931,836,126772,9590,114183,0,0,788,108442,8802,104072,5,170635,111,62193,513,9851,3,7931,48,18330,788,10111,3,15751,8,5352,28,1073
epistasislab/tpot,37,7474,147,4629,22331,593533,1432,812308,9,756034,295,348924,2552,95982,19,10,56274,1137,463384,19822,497551,1,13848,979,408614,17777,461438,7,738105,285,343339,2521,95215,9,42426,158,54770,2045,36113,2,17929,10,5585,31,767
wolph/python-progressbar,32,10590,573,5956,230,3309,17,5448,1,2376,2,750,3,178,2,1,3072,15,4698,227,3131,0,0,14,1626,65,1444,1,2376,2,750,3,178,1,3072,1,3072,162,1687,0,0,0,0,0,0
edgewall/genshi,23,12127,681,8018,61,363,1,998,1,998,1,998,2,21,1,0,0,0,0,59,342,0,0,0,0,59,342,1,998,1,998,2,21,0,0,0,0,0,0,0,0,0,0,0,0
jupyter-incubator/sparkmagic,78,6247,360,3889,49330,1031630,4536,1567276,17,1057728,100,99436,499,12984,105,88,509548,4436,1467840,48854,1018646,0,0,338,172140,5450,130794,4,177562,17,5422,78,750,88,509548,4098,1295700,43404,887852,13,880166,83,94014,421,12234
keepkey/python-keepkey,48,18647,398,3957,3405,42786,156,66114,4,47991,8,8564,60,1365,6,2,18123,148,57550,3345,41421,1,17125,81,30383,1935,23013,3,20453,6,7195,29,893,1,998,67,27167,1410,18408,1,27538,2,1369,31,472
fboender/ansible-cmdb,68,18439,1110,13869,926,10988,57,15052,2,14444,27,11322,157,3208,5,3,608,30,3730,774,7780,2,241,28,3363,740,7582,2,14444,27,11322,157,3208,1,367,2,367,34,198,0,0,0,0,0,0
pixaranimationstudios/opentimelineio,82,25502,970,20148,772,7685,32,12727,1,12727,4,824,6,67,1,0,0,28,11903,767,7618,0,0,28,11903,767,7624,1,12727,4,824,6,67,0,0,0,0,0,0,0,0,0,0,0,0
pretenders/pretenders,39,2857,193,1850,128,1890,1,2392,1,2392,1,2392,44,932,1,0,0,0,0,84,958,0,0,0,0,84,958,1,2392,1,2392,44,932,0,0,0,0,0,0,0,0,0,0,0,0
byt3bl33d3r/crackmapexec,115,16074,549,11199,34997,483337,3058,954841,33,503778,322,167323,2061,39726,69,36,451063,2736,787518,32976,443611,3,11756,151,36867,2801,39590,10,53685,56,28574,418,9102,33,439307,2585,750651,30175,404021,23,450093,266,138749,1643,30624
riga/law,118,25902,1387,18830,7221,85247,366,135754,3,57863,28,12381,277,3917,9,6,77891,338,123373,6952,81330,0,0,76,19313,1771,15389,2,30325,26,11012,246,3445,6,77891,262,104060,5181,65941,1,27538,2,1369,31,472
twisted/axiom,27,10727,686,6880,16606,193618,923,321497,3,10066,15,3492,27,266,20,17,311431,908,318005,16580,193352,1,5459,47,8939,598,7644,1,5551,12,2071,18,209,16,305972,861,309066,15982,185708,2,4515,3,1421,9,57
twisted/treq,11,2178,110,1523,16876,202887,930,333767,9,225061,52,37513,232,4184,22,13,108706,878,296254,16650,198703,0,0,421,142601,9969,112479,4,177071,46,34470,178,3328,13,108706,457,153653,6681,86224,5,47990,6,3043,54,856
neovim/pynvim,25,3260,291,2611,61,861,6,1380,1,1308,3,1251,20,463,2,1,72,3,129,42,398,1,72,3,129,42,401,1,1308,3,1251,20,463,0,0,0,0,0,0,0,0,0,0,0,0
grow/grow,283,32134,2171,23997,13508,191715,1163,396365,27,293072,134,80900,640,12621,47,20,103293,1029,315465,12879,179094,4,9811,508,183397,8261,107673,19,243884,118,70298,585,11522,16,93482,521,132068,4618,71421,8,49188,16,10602,55,1099
cloudant/python-cloudant,20,7397,294,5338,882,22187,73,32714,3,27987,20,7737,120,2634,5,2,4727,53,24977,762,19553,0,0,7,580,154,2077,1,5435,11,4855,82,1847,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
healpy/healpy,19,12175,302,10219,28050,616587,1807,915947,7,779082,152,224778,1113,44382,17,10,136865,1655,691169,26945,572205,0,0,1003,452383,15968,363407,3,584561,91,132178,679,23813,10,136865,652,238786,10977,208798,4,194521,61,92600,434,20569
rocmsoftwareplatform/tensile,116,59841,1845,48106,1095,16129,69,22524,3,22524,12,6320,33,710,3,0,0,57,16204,1062,15419,0,0,57,16204,1062,15419,3,22524,12,6320,33,710,0,0,0,0,0,0,0,0,0,0,0,0
h5py/h5py,35,7430,357,4946,3780,98226,238,133985,1,133985,11,21005,35,1086,1,0,0,227,112980,3745,97140,0,0,227,112980,3745,97140,1,133985,11,21005,35,1086,0,0,0,0,0,0,0,0,0,0,0,0
counterpartyxcp/counterblock,28,6944,250,5807,12179,158765,560,238333,8,54755,21,14275,108,3118,22,14,183578,539,224058,12072,155647,2,18957,192,39665,3170,34238,7,31885,17,11177,102,2966,12,164621,347,184393,8902,121409,1,22870,4,3098,6,152
vit-project/vit,152,5898,723,4190,1471,19563,39,25723,2,25723,21,18207,288,6271,2,0,0,18,7516,1185,13292,0,0,18,7516,1185,13563,2,25723,21,18207,288,6271,0,0,0,0,0,0,0,0,0,0,0,0
lincolnloop/django-dynamic-raw-id,7,268,13,170,8965,107638,901,157880,2,150947,48,22923,110,1891,4,2,6933,853,134957,8858,105747,0,0,823,127052,8419,101077,1,149210,46,22158,104,1805,2,6933,30,7905,439,4670,1,1737,2,765,6,86
scott-griffiths/bitstring,2,4941,283,3472,564,6479,4,7580,1,7580,2,486,4,128,1,0,0,2,7094,560,6351,0,0,2,7094,560,6351,1,7580,2,486,4,128,0,0,0,0,0,0,0,0,0,0,0,0
kozea/weasyprint,59,26793,844,21924,7975,112872,475,182179,10,180913,45,32859,407,8529,13,3,1266,430,149320,7576,104343,0,0,405,138946,6848,96406,8,168840,41,29894,398,8276,3,1266,25,10374,728,7937,2,12073,4,2965,9,253
kozea/radicale,56,7871,273,5006,1651,26788,102,44318,3,35704,9,5905,59,995,5,2,8614,93,38413,1594,25793,1,7616,92,37415,1533,25551,3,35704,9,5905,59,995,1,998,1,998,61,242,0,0,0,0,0,0
kozea/cairosvg,21,4200,120,3202,2983,44410,169,65448,8,65448,28,16530,208,3849,8,0,0,141,48918,2775,40561,0,0,108,33854,1585,27240,4,42835,15,8981,87,1594,0,0,33,15064,1190,13321,4,22613,13,7549,121,2255
vanheeringen-lab/gimmemotifs,73,20686,547,16579,66866,1320298,3869,1949370,31,1443082,402,452534,3355,124598,61,30,506288,3467,1496836,63558,1195700,3,1026,971,428804,14965,341316,11,604769,164,176991,1497,51486,27,505262,2496,1068032,48593,854384,20,838313,238,275543,1858,73112
vanheeringen-lab/genomepy,34,6793,275,5322,20974,449123,1286,645777,17,562001,178,187963,1402,45739,28,11,83776,1108,457814,19609,403384,1,576,807,354371,15052,334832,13,536831,167,183036,1383,45362,10,83200,301,103443,4557,68552,4,25170,11,4927,19,377
instana/python-sensor,129,11267,477,7568,2233,36764,198,57551,8,36744,34,13163,164,3308,12,4,20807,164,44388,2074,33456,3,16204,111,19845,1241,14709,5,11801,23,8160,113,2401,1,4603,53,24543,833,18747,3,24943,11,5003,51,907
qiniu/python-sdk,36,5842,417,4493,882,22187,73,32714,2,16611,13,6018,67,1440,5,3,16103,60,26696,815,20747,0,0,7,580,172,2561,1,5435,11,4855,64,1363,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
bird-house/flyingpigeon,36,6499,123,4846,23118,391748,1064,590772,11,258926,95,83761,457,12717,40,29,331846,969,507011,22662,379031,0,0,70,23441,2063,27858,4,42582,29,19141,140,1900,29,331846,899,483570,20599,351173,7,216344,66,64620,317,10817
rdflib/rdflib,123,41605,1719,23257,678,9162,29,14709,2,13711,7,7923,32,542,3,1,998,22,6786,647,8620,0,0,21,5788,586,8285,2,13711,7,7923,32,542,1,998,1,998,61,335,0,0,0,0,0,0
esss/conda-devenv,5,1621,66,1147,1564,20046,66,28540,3,24219,9,5751,19,403,6,3,4321,57,22789,1546,19643,2,3954,55,22422,1512,19438,3,24219,9,5751,19,403,1,367,2,367,34,205,0,0,0,0,0,0
adamlwgriffiths/pyrr,29,5638,313,3800,3833,98949,244,134901,2,134901,26,42002,143,5856,2,0,0,218,92899,3690,93093,0,0,218,92899,3690,93093,2,134901,26,42002,143,5856,0,0,0,0,0,0,0,0,0,0,0,0
tmrowco/electricitymap-contrib,147,27976,689,19316,2892,45590,173,65605,4,32209,15,11501,30,698,12,8,33396,158,54104,2863,44892,3,28316,121,39464,1934,32557,2,19007,13,7859,26,584,5,5080,37,14640,929,12335,2,13202,2,3642,4,114
c0fec0de/anytree,29,3101,138,2311,61,363,1,998,0,0,0,0,0,0,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ably/ably-python,44,5477,487,3825,2869,45114,206,71100,12,45010,76,26780,449,8054,17,5,26090,130,44320,2422,37060,2,10636,49,12921,914,14380,4,16798,31,14513,256,4885,3,15454,81,31399,1508,22680,8,28212,45,12267,193,3169
sobhe/hazm,32,10496,357,8572,23037,560917,1442,780811,8,764980,94,119693,825,26222,12,4,15831,1348,661118,22216,534695,1,256,590,298907,10276,232606,3,344296,37,45645,251,7080,3,15575,758,362211,11940,302089,5,420684,57,74048,574,19142
flask-admin/flask-admin,79,16820,1015,11277,3202,43620,159,63895,6,50706,28,13215,81,1366,10,4,13189,131,50680,3129,42254,0,0,21,4823,515,7631,2,12294,20,7471,62,920,4,13189,110,45857,2614,34623,4,38412,8,5744,19,446
pytest-dev/pytest-django,24,2258,138,1376,1997,26005,93,36885,1,29250,3,2194,8,125,6,5,7635,90,34691,1990,25880,0,0,56,27056,1621,20791,1,29250,3,2194,8,125,5,7635,34,7635,369,5089,0,0,0,0,0,0
pytest-dev/pytest,243,86513,5199,67640,369,5093,34,7635,5,7635,16,5143,113,1885,5,0,0,18,2492,258,3208,0,0,18,2492,258,3355,5,7635,16,5143,113,1885,0,0,0,0,0,0,0,0,0,0,0,0
furlongm/patchman,81,6070,199,3056,11843,145114,1184,249121,12,181509,122,53409,467,7809,22,10,67612,1062,195712,11394,137305,3,6118,932,123893,10210,114322,11,169857,119,52082,463,7727,7,61494,130,71819,1184,22983,1,11652,3,1327,4,82
kristianoellegaard/django-health-check,50,1076,61,509,8965,107638,901,157880,2,150947,47,22379,124,2022,4,2,6933,854,135501,8843,105616,0,0,824,127596,8404,100947,1,149210,45,21614,118,1936,2,6933,30,7905,439,4669,1,1737,2,765,6,86
jrkerns/pylinac,79,38072,1878,24452,31439,711773,2334,1153791,15,887947,200,219817,1360,49554,28,13,265844,2134,933974,30081,662219,1,153,517,294467,8155,154596,8,384188,90,89874,670,19817,12,265691,1617,639507,21926,507623,7,503759,110,129943,690,29737
tuw-geo/ascat,18,8138,232,6787,10637,252132,600,333419,6,156363,37,46042,161,6380,17,11,177056,563,287377,10476,245752,3,163482,475,265085,9524,228452,3,144045,32,42442,147,5808,8,13574,88,22292,952,17300,3,12318,5,3600,14,572
rallytools/rallyresttoolkitforpython,15,6347,182,4806,1110,27089,84,39257,4,28985,21,8735,121,2633,7,3,10272,63,30522,989,24456,0,0,7,580,214,2441,2,6433,12,5853,83,1846,3,10272,56,29942,775,22015,2,22552,9,2882,38,787
deschler/django-modeltranslation,20,3116,184,2254,8965,107638,901,157880,2,150947,94,45013,321,4988,4,2,6933,807,112867,8645,102650,0,0,777,104962,8206,97978,1,149210,92,44248,315,4902,2,6933,30,7905,439,4672,1,1737,2,765,6,86
qutech/qupulse,60,19959,1693,14133,17219,334935,1082,636509,4,588650,84,88852,325,11277,5,1,47859,998,547657,16895,323658,0,0,945,499798,15535,292226,4,588650,84,88852,325,11277,1,47859,53,47859,1360,31432,0,0,0,0,0,0
kklmn/xrt,40,23097,236,6920,30551,586541,2083,996374,8,658150,66,72554,290,10471,35,27,338224,2017,923820,30262,576070,0,0,967,517453,17372,377346,4,581356,56,63903,261,10105,27,338224,1050,406367,12890,198724,4,76794,10,8651,29,366
alisw/alibuild,16,3837,135,3230,5567,82261,280,115859,8,89107,51,29374,216,3491,15,7,26752,229,86485,5353,78770,0,0,65,14853,1619,23566,5,35223,36,20370,138,2336,7,26752,164,71632,3734,55204,3,53884,15,9004,78,1155
wikimedia/revscoring,173,21863,650,8784,24869,485992,1347,684818,17,538131,91,85056,467,13172,33,16,146687,1256,599762,24403,472820,3,81451,805,410464,15984,305756,9,359652,31,30639,226,4313,13,65236,451,189298,8419,167064,8,178479,60,54417,241,8859
pyocd/pyocd,318,73527,3176,35359,5623,67733,253,108576,19,85970,80,49614,581,9553,23,4,22606,173,58962,5043,58180,0,0,101,21766,2326,26103,11,54916,59,33150,519,8389,4,22606,72,37196,2717,32077,8,31054,21,16464,62,1164
robotframework/sshlibrary,22,5116,328,3635,7958,75321,417,115279,3,71921,105,30995,670,7050,8,5,43358,312,84284,7289,68271,0,0,175,40926,4615,39182,3,71921,105,30995,670,7050,5,43358,137,43358,2674,29089,0,0,0,0,0,0
robotframework/seleniumlibrary,56,8696,467,6124,14822,156799,766,258278,2,180445,110,27681,624,5465,16,14,77833,656,230597,14201,151334,1,341,423,153105,10896,96902,2,180445,110,27681,624,5465,13,77492,233,77492,3305,54432,0,0,0,0,0,0
ickc/pantable,10,2477,106,1900,4844,111989,282,153834,3,143704,26,38019,96,3370,4,1,10130,256,115815,4748,108619,0,0,228,102078,3923,96932,2,137781,20,35703,87,3204,1,10130,28,13737,825,11687,1,5923,6,2316,9,166
django-ses/django-ses,23,1701,54,1132,12936,159888,1098,232857,5,196200,77,31932,225,3619,12,7,36657,1021,200925,12716,156269,0,0,845,133953,8802,107315,3,160021,67,26068,158,2774,7,36657,176,66972,3914,48954,2,36179,10,5864,67,845
python-telegram-bot/python-telegram-bot,178,58048,1384,33529,1780,27706,124,39980,7,38974,49,18912,341,5718,8,1,1006,75,21068,1440,21988,0,0,7,1289,284,3695,1,8911,17,7622,160,2578,1,1006,68,19779,1156,18293,6,30063,32,11290,181,3140
lneuhaus/pyrpl,77,22097,1266,13582,24567,529282,1528,711438,9,638986,227,248171,1801,57596,20,11,72452,1301,463267,22803,471686,1,13144,846,331364,15973,353605,6,501367,172,183147,1432,41257,10,59308,455,131903,6830,118081,3,137619,55,65024,369,16339
pymoca/pymoca,31,19752,1742,14583,4538,104616,295,145672,2,145672,21,27757,55,1948,2,0,0,274,117915,4485,102668,0,0,221,106760,3735,96432,1,133985,17,27225,46,1887,0,0,53,11155,750,6236,1,11687,4,532,9,61
easypost/easypost-python,92,3072,203,1788,1045,23955,74,35870,2,16611,10,4793,18,353,6,4,19259,64,31077,1027,23602,1,3072,11,4877,383,5335,1,5435,8,3630,15,276,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
ratt-ru/stimela,114,7613,133,2819,1104,14307,69,19705,2,6264,8,2574,18,324,4,2,13441,61,17131,1086,13983,2,13441,61,17131,1086,13983,2,6264,8,2574,18,324,0,0,0,0,0,0,0,0,0,0,0,0
ratt-ru/cubical,74,24422,882,20327,42253,779392,2458,1149783,16,1004675,149,181541,754,27325,27,11,145108,2309,968242,41509,752067,1,119,1331,600982,25947,470293,8,730152,124,129289,652,23633,10,144989,978,367260,15562,281774,8,274523,25,52252,102,3692
pytrainer/pytrainer,101,18174,997,14278,23162,389326,1114,621395,8,492478,101,144648,544,18693,16,8,128917,1013,476747,22623,370633,0,0,375,230113,12422,182200,4,325514,66,95401,343,9843,8,128917,638,246634,10201,188433,4,166964,35,49247,201,8850
emc-isilon/pike,19,13628,854,7687,61,363,1,998,0,0,0,0,0,0,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flask-middleware/flask-security,35,12604,501,8535,5154,73288,288,112142,12,92142,46,30727,210,3955,18,6,20000,242,81415,4958,69333,0,0,74,18098,1316,21287,5,40457,29,22359,137,2935,6,20000,168,63317,3642,48046,7,51685,17,8368,73,1020
fedora-infra/anitya,107,13826,412,9304,36730,480792,2020,742309,33,520196,170,162502,797,19642,69,36,222113,1850,579807,35952,461150,2,1400,344,126502,11192,157882,15,250331,103,125229,543,13644,34,220713,1506,453305,24760,303268,18,269865,67,37273,254,5998
fedora-infra/the-new-hotness,55,4587,106,2607,22301,279313,1183,437665,14,267494,58,38332,264,5441,44,30,170171,1125,399333,22039,273872,1,239,84,32247,2455,33654,4,45607,15,13599,87,1880,29,169932,1041,367086,19584,240218,10,221887,43,24733,177,3561
jupyterhub/batchspawner,6,1147,47,500,21859,318629,912,469649,7,87147,27,26495,99,2797,37,30,382502,885,443154,21772,315832,0,0,76,27847,1704,25511,2,37523,9,9676,20,1288,30,382502,809,415307,20068,290321,5,49624,18,16819,79,1509
vyperlang/vyper,91,22489,1146,16367,3195,40727,222,66072,3,59259,8,3047,55,610,5,2,6813,214,63025,3141,40117,1,5815,213,62027,3080,39759,3,59259,8,3047,55,610,1,998,1,998,61,358,0,0,0,0,0,0
pierreraybaut/pythonqwt,34,19286,965,15127,5033,116604,348,159752,2,136825,13,23031,53,1804,4,2,22927,335,136721,4980,114800,0,0,291,113794,3826,96888,2,136825,13,23031,53,1804,2,22927,44,22927,1154,17912,0,0,0,0,0,0
pierreraybaut/guiqwt,44,33409,1823,16733,13020,331094,918,452907,5,443673,103,124261,761,30045,7,2,9234,815,328646,12267,301049,0,0,783,319412,11809,294905,5,443673,103,124261,761,30045,2,9234,32,9234,458,6144,0,0,0,0,0,0
calebbell/fluids,51,60159,1363,46191,10331,287518,696,390953,2,390953,84,105290,465,20434,2,0,0,612,285663,9872,267084,0,0,612,285663,9872,267479,2,390953,84,105290,465,20434,0,0,0,0,0,0,0,0,0,0,0,0
celery/django-celery-beat,50,4493,236,2158,17435,200407,1420,304436,12,243025,160,73512,702,11126,22,10,61411,1260,230924,16746,189281,0,0,129,27263,2830,25297,3,41908,37,14645,228,2619,10,61411,1131,203661,13916,163984,9,201117,123,58867,474,8507
lbl-srg/buildingspy,38,10735,311,9043,24650,504235,1516,765227,14,633449,93,108706,588,22178,24,10,131778,1423,656521,24064,482057,0,0,690,388043,11837,270949,8,427871,38,39828,238,6235,10,131778,733,268478,12227,211108,6,205578,55,68878,350,15943
pslmodels/cost-of-capital-calculator,24,5673,87,4415,28555,466412,1485,666327,7,401832,202,204074,1529,48777,22,15,264495,1283,462253,27062,417635,1,10181,19,11899,670,10800,1,10099,8,8381,78,4888,14,254314,1264,450354,26392,406835,6,391733,194,195693,1451,43889
pslmodels/og-core,22,14526,171,13471,44400,885981,2692,1328913,21,955895,274,315143,2142,71978,47,26,373018,2418,1013770,42299,814003,2,188011,1482,662619,26104,543951,8,707776,197,233168,1646,51658,24,185007,936,351151,16195,270052,13,248119,77,81975,496,20320
googleads/googleads-python-lib,7,2823,113,1883,4937,80899,603,144772,7,45078,30,14931,117,1994,24,17,99694,573,129841,4820,78905,3,17688,135,30318,1570,24018,3,19256,15,6626,93,1523,14,82006,438,99523,3250,54887,4,25822,15,8305,24,471
mouse-imaging-centre/pyminc,9,1462,59,1021,3883,99033,241,135415,1,133985,5,19525,31,1033,2,1,1430,236,115890,3852,98000,0,0,233,114460,3749,97193,1,133985,5,19525,31,1033,1,1430,3,1430,103,807,0,0,0,0,0,0
naomiproject/naomi,252,32025,1052,25997,3419,54968,219,81635,12,73660,49,19357,266,5551,15,3,7975,170,62278,3154,49417,1,3164,52,9618,1056,12357,5,18688,31,12234,179,3901,2,4811,118,52660,2098,37060,7,54972,18,7123,87,1650
weblateorg/weblate,701,104268,4843,56072,23336,287518,2086,521713,17,429295,344,139207,1567,25404,26,9,92418,1742,382506,21841,262114,9,92418,1062,309142,14243,174898,16,280085,155,63361,590,10339,0,0,680,73364,7598,87216,1,149210,189,75846,977,15065
piqueserver/piqueserver,110,18508,1213,12161,24690,302217,1224,502603,14,381166,163,148097,1169,18665,30,16,121437,1061,354506,23529,283552,1,419,585,173762,16754,199432,7,314757,152,141414,1108,17707,15,121018,476,180744,6775,84120,7,66409,11,6683,61,958
googlefonts/cu2qu,12,2049,131,1211,6856,96275,416,156189,2,139177,9,3177,52,694,5,3,17012,407,153012,6806,95581,0,0,285,110410,4583,65676,1,111639,4,1229,12,77,3,17012,122,42602,2223,29905,1,27538,5,1948,40,617
googlefonts/ufo2ft,35,10165,388,7699,6952,97746,427,158141,4,141118,64,50884,486,9780,8,4,17023,363,107257,6508,87966,0,0,236,64065,4277,59079,3,113580,62,49515,455,9308,4,17023,127,43192,2231,28887,1,27538,2,1369,31,472
googlefonts/glyphslib,46,16018,855,10874,7330,102822,469,166154,4,136934,40,35997,282,5212,8,4,29220,429,130157,7060,97610,1,76,31,3263,278,2255,1,4430,3,1243,6,363,3,29144,398,126894,6782,95355,3,132504,37,34754,276,4849
googlefonts/pyfontaine,418,220348,499,215447,5894,94517,395,154634,4,135360,11,5968,21,424,9,5,19274,384,148666,5873,94093,2,3171,331,122550,5230,75907,3,124184,9,4805,18,347,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
googlefonts/fontmake,8,3296,73,2744,9230,130257,605,205320,8,192809,73,58678,521,11427,16,8,12511,532,146642,8743,118830,0,0,325,92796,5595,77249,4,139976,54,47180,437,9605,8,12511,207,53846,3148,41581,4,52833,19,11498,84,1822
