Identifier,Package,VersionConstraint
GHSA-2p25-55c9-h58q,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-2p25-55c9-h58q,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-2p25-55c9-h58q,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-2p25-55c9-h58q,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-2p25-55c9-h58q,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-f54p-f6jp-4rhr,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-f54p-f6jp-4rhr,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-f54p-f6jp-4rhr,tensorflow,">= 0,< 2.4.4"
GHSA-f54p-f6jp-4rhr,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-f54p-f6jp-4rhr,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-f54p-f6jp-4rhr,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-f54p-f6jp-4rhr,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-f54p-f6jp-4rhr,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-f54p-f6jp-4rhr,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-9wx7-jrvc-28mm,starkbank-ecdsa,">= 0,< 2.0.1"
GHSA-49rx-x2rw-pc6f,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-49rx-x2rw-pc6f,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-49rx-x2rw-pc6f,tensorflow,">= 0,< 2.4.4"
GHSA-49rx-x2rw-pc6f,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-49rx-x2rw-pc6f,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-49rx-x2rw-pc6f,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-49rx-x2rw-pc6f,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-49rx-x2rw-pc6f,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-49rx-x2rw-pc6f,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-786j-5qwq-r36x,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-786j-5qwq-r36x,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-786j-5qwq-r36x,tensorflow,">= 0,< 2.4.4"
GHSA-786j-5qwq-r36x,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-786j-5qwq-r36x,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-786j-5qwq-r36x,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-786j-5qwq-r36x,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-786j-5qwq-r36x,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-786j-5qwq-r36x,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-94jq-q5v2-76wj,awsiotsdk,">= 0,< 1.5.18"
GHSA-j3f7-7rmc-6wqj,awsiotsdk,">= 0,< 1.7.0"
GHSA-cvgx-3v3q-m36c,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-cvgx-3v3q-m36c,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-cvgx-3v3q-m36c,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-xrqm-fpgr-6hhx,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-xrqm-fpgr-6hhx,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-xrqm-fpgr-6hhx,tensorflow,">= 0,< 2.4.4"
GHSA-xrqm-fpgr-6hhx,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-xrqm-fpgr-6hhx,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-xrqm-fpgr-6hhx,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-xrqm-fpgr-6hhx,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-xrqm-fpgr-6hhx,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-xrqm-fpgr-6hhx,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-rg3m-hqc5-344v,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-rg3m-hqc5-344v,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-rg3m-hqc5-344v,tensorflow,">= 0,< 2.4.4"
GHSA-rg3m-hqc5-344v,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-rg3m-hqc5-344v,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-rg3m-hqc5-344v,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-rg3m-hqc5-344v,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-rg3m-hqc5-344v,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-rg3m-hqc5-344v,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-374m-jm66-3vj8,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-374m-jm66-3vj8,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-374m-jm66-3vj8,tensorflow,">= 0,< 2.4.4"
GHSA-374m-jm66-3vj8,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-374m-jm66-3vj8,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-374m-jm66-3vj8,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-374m-jm66-3vj8,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-374m-jm66-3vj8,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-374m-jm66-3vj8,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-hgc3-hp6x-wpgx,antilles-tools,">= 0,< 1.0.1"
GHSA-5hx2-qx8j-qjqm,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-5hx2-qx8j-qjqm,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-5hx2-qx8j-qjqm,tensorflow,">= 0,< 2.4.4"
GHSA-5hx2-qx8j-qjqm,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-5hx2-qx8j-qjqm,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-5hx2-qx8j-qjqm,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-5hx2-qx8j-qjqm,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-5hx2-qx8j-qjqm,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-5hx2-qx8j-qjqm,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-qppg-v75c-r5ff,s3scanner,">= 0,< 2.0.2"
GHSA-fwf6-rw69-hhj4,html-to-csv,">= 0,<= 0.1.3"
GHSA-m539-j985-hcr8,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-m539-j985-hcr8,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-m539-j985-hcr8,tensorflow,">= 0,< 2.4.4"
GHSA-m539-j985-hcr8,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-m539-j985-hcr8,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-m539-j985-hcr8,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-m539-j985-hcr8,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-m539-j985-hcr8,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-m539-j985-hcr8,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-gpfh-jvf9-7wg5,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-gpfh-jvf9-7wg5,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-gpfh-jvf9-7wg5,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-3rcw-9p9x-582v,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-3rcw-9p9x-582v,tensorflow,">= 0,< 2.4.4"
GHSA-3rcw-9p9x-582v,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-3rcw-9p9x-582v,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-3rcw-9p9x-582v,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-3rcw-9p9x-582v,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-3rcw-9p9x-582v,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-3rcw-9p9x-582v,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-3rcw-9p9x-582v,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-6rvj-pw9w-jcvc,onionshare-cli,">= 2.3,< 2.4"
GHSA-pf7h-h2wq-m7pg,salt,">= 0,< 3003.3"
GHSA-fr77-rrx3-cp7g,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-fr77-rrx3-cp7g,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-fr77-rrx3-cp7g,tensorflow,">= 0,< 2.4.4"
GHSA-fr77-rrx3-cp7g,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-fr77-rrx3-cp7g,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-fr77-rrx3-cp7g,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-fr77-rrx3-cp7g,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-fr77-rrx3-cp7g,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-fr77-rrx3-cp7g,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-92vm-mxjf-jqf3,starkbank-ecdsa,">= 0,< 2.0.1"
GHSA-cpf4-wx82-gxp6,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-cpf4-wx82-gxp6,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-cpf4-wx82-gxp6,tensorflow,">= 0,< 2.4.4"
GHSA-cpf4-wx82-gxp6,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-cpf4-wx82-gxp6,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-cpf4-wx82-gxp6,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-cpf4-wx82-gxp6,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-cpf4-wx82-gxp6,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-cpf4-wx82-gxp6,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-7pxj-m4jf-r6h2,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-7pxj-m4jf-r6h2,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-7pxj-m4jf-r6h2,tensorflow,">= 0,< 2.4.4"
GHSA-7pxj-m4jf-r6h2,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-7pxj-m4jf-r6h2,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-7pxj-m4jf-r6h2,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-7pxj-m4jf-r6h2,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-7pxj-m4jf-r6h2,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-7pxj-m4jf-r6h2,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-cw7p-q79f-m2v7,jupyterhub,">= 1.0.0,< 1.5.0"
GHSA-743r-5g92-5vgf,awsiotsdk,">= 0,< 1.6.1"
GHSA-p49h-hjvm-jg3h,Pillow,">= 0,< 6.2.2"
GHSA-4f99-p9c2-3j8x,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-4f99-p9c2-3j8x,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-4f99-p9c2-3j8x,tensorflow,">= 0,< 2.4.4"
GHSA-4f99-p9c2-3j8x,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-4f99-p9c2-3j8x,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-4f99-p9c2-3j8x,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-4f99-p9c2-3j8x,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-4f99-p9c2-3j8x,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-4f99-p9c2-3j8x,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-j86v-p27c-73fm,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-j86v-p27c-73fm,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-j86v-p27c-73fm,tensorflow,">= 0,< 2.4.4"
GHSA-j86v-p27c-73fm,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-j86v-p27c-73fm,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-j86v-p27c-73fm,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-j86v-p27c-73fm,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-j86v-p27c-73fm,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-j86v-p27c-73fm,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-7g47-xxff-9p85,onionshare-cli,">= 2.3,< 2.4"
GHSA-j8c8-67vp-6mx7,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-j8c8-67vp-6mx7,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-j8c8-67vp-6mx7,tensorflow,">= 0,< 2.4.4"
GHSA-j8c8-67vp-6mx7,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-j8c8-67vp-6mx7,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-j8c8-67vp-6mx7,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-j8c8-67vp-6mx7,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-j8c8-67vp-6mx7,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-j8c8-67vp-6mx7,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-5crj-c72x-m7gq,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-5crj-c72x-m7gq,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-5crj-c72x-m7gq,tensorflow,">= 0,< 2.4.4"
GHSA-5crj-c72x-m7gq,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-5crj-c72x-m7gq,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-5crj-c72x-m7gq,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-5crj-c72x-m7gq,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-5crj-c72x-m7gq,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-5crj-c72x-m7gq,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-h67m-xg8f-fxcf,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-h67m-xg8f-fxcf,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-h67m-xg8f-fxcf,tensorflow,">= 0,< 2.4.4"
GHSA-h67m-xg8f-fxcf,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-h67m-xg8f-fxcf,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-h67m-xg8f-fxcf,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-h67m-xg8f-fxcf,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-h67m-xg8f-fxcf,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-h67m-xg8f-fxcf,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-57wx-m983-2f88,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-57wx-m983-2f88,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-57wx-m983-2f88,tensorflow,">= 0,< 2.4.4"
GHSA-57wx-m983-2f88,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-57wx-m983-2f88,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-57wx-m983-2f88,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-57wx-m983-2f88,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-57wx-m983-2f88,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-57wx-m983-2f88,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-r8wq-qrxc-hmcm,python-ldap,">= 0,< 3.4.0"
GHSA-vx6v-xg64-pmr8,django-helpdesk,">= 0,<= 0.3.0"
GHSA-5xp3-jfq3-5q8x,pip,">= 0,< 21.1"
GHSA-6hpv-v2rx-c5g6,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-6hpv-v2rx-c5g6,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-6hpv-v2rx-c5g6,tensorflow,">= 0,< 2.4.4"
GHSA-6hpv-v2rx-c5g6,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-6hpv-v2rx-c5g6,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-6hpv-v2rx-c5g6,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-6hpv-v2rx-c5g6,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-6hpv-v2rx-c5g6,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-6hpv-v2rx-c5g6,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-cqv6-3phm-hcwx,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-cqv6-3phm-hcwx,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-cqv6-3phm-hcwx,tensorflow,">= 0,< 2.4.4"
GHSA-cqv6-3phm-hcwx,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-cqv6-3phm-hcwx,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-cqv6-3phm-hcwx,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-cqv6-3phm-hcwx,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-cqv6-3phm-hcwx,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-cqv6-3phm-hcwx,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-35m5-8cvj-8783,enrocrypt,">= 0,< 1.1.4"
GHSA-vwhq-49r4-gj9v,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-vwhq-49r4-gj9v,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-vwhq-49r4-gj9v,tensorflow,">= 0,< 2.4.4"
GHSA-vwhq-49r4-gj9v,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-vwhq-49r4-gj9v,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-vwhq-49r4-gj9v,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-vwhq-49r4-gj9v,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-vwhq-49r4-gj9v,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-vwhq-49r4-gj9v,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-m342-ff57-4jcc,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-m342-ff57-4jcc,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-m342-ff57-4jcc,tensorflow,">= 0,< 2.4.4"
GHSA-m342-ff57-4jcc,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-m342-ff57-4jcc,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-m342-ff57-4jcc,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-m342-ff57-4jcc,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-m342-ff57-4jcc,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-m342-ff57-4jcc,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-pgcq-h79j-2f69,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-pgcq-h79j-2f69,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-pgcq-h79j-2f69,tensorflow,">= 0,< 2.4.4"
GHSA-pgcq-h79j-2f69,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-pgcq-h79j-2f69,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-pgcq-h79j-2f69,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-pgcq-h79j-2f69,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-pgcq-h79j-2f69,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-pgcq-h79j-2f69,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-r8hm-w5f7-wj39,django-tinymce,">= 0,< 3.4.0"
GHSA-c4rh-4376-gff4,awsiotsdk,">= 0,< 1.6.1"
GHSA-x3v8-c8qx-3j3r,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-x3v8-c8qx-3j3r,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-x3v8-c8qx-3j3r,tensorflow,">= 0,< 2.4.4"
GHSA-x3v8-c8qx-3j3r,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-x3v8-c8qx-3j3r,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-x3v8-c8qx-3j3r,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-x3v8-c8qx-3j3r,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-x3v8-c8qx-3j3r,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-x3v8-c8qx-3j3r,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-vfrc-ggmc-5jwv,django-helpdesk,">= 0,< 0.3.2"
GHSA-9crf-c6qr-r273,tensorflow,">= 2.6.0,< 2.6.1"
GHSA-9crf-c6qr-r273,tensorflow,">= 2.5.0,< 2.5.2"
GHSA-9crf-c6qr-r273,tensorflow,">= 0,< 2.4.4"
GHSA-9crf-c6qr-r273,tensorflow-cpu,">= 2.6.0,< 2.6.1"
GHSA-9crf-c6qr-r273,tensorflow-cpu,">= 2.5.0,< 2.5.2"
GHSA-9crf-c6qr-r273,tensorflow-cpu,">= 0,< 2.4.4"
GHSA-9crf-c6qr-r273,tensorflow-gpu,">= 2.6.0,< 2.6.1"
GHSA-9crf-c6qr-r273,tensorflow-gpu,">= 2.5.0,< 2.5.2"
GHSA-9crf-c6qr-r273,tensorflow-gpu,">= 0,< 2.4.4"
GHSA-vcqg-3p29-xw73,Pillow,">= 0,< 6.2.2"
GHSA-q799-q27x-vp7w,opencv-python,">= 0,< 4.2.0.32"
GHSA-q799-q27x-vp7w,opencv-python-headless,">= 0,< 4.2.0.32"
GHSA-q799-q27x-vp7w,opencv-contrib-python,">= 0,< 4.2.0.32"
GHSA-q799-q27x-vp7w,opencv-contrib-python-headless,">= 0,< 4.2.0.32"
GHSA-9g8h-pjm4-q92p,opencv-python,">= 0,< 3.4.1.15"
GHSA-9g8h-pjm4-q92p,opencv-contrib-python,">= 0,< 3.4.1.15"
GHSA-ggmv-6q9p-9gm6,django-unicorn,">= 0,< 0.36.1"
GHSA-xv8x-pr4h-73jv,vyper,">= 0,< 0.3.0"
GHSA-5xvc-vgmp-jgc3,jupyterhub-firstuseauthenticator,">= 0,< 1.0.0"
GHSA-pqjj-6f5q-gqph,opencv-python,">= 0,< 3.3.1.11"
GHSA-pqjj-6f5q-gqph,opencv-contrib-python,">= 0,< 3.3.1.11"
GHSA-hxfw-jm98-v4mq,opencv-python,">= 0,< 4.1.1.26"
GHSA-hxfw-jm98-v4mq,opencv-python-headless,">= 0,< 4.1.1.26"
GHSA-hxfw-jm98-v4mq,opencv-contrib-python,">= 0,< 4.1.1.26"
GHSA-hxfw-jm98-v4mq,opencv-contrib-python-headless,">= 0,< 4.1.1.26"
GHSA-x3rm-644h-67m8,opencv-python,">= 0,< 4.1.2.30"
GHSA-x3rm-644h-67m8,opencv-python-headless,">= 0,< 4.1.2.30"
GHSA-x3rm-644h-67m8,opencv-contrib-python,">= 0,< 4.1.2.30"
GHSA-x3rm-644h-67m8,opencv-contrib-python-headless,">= 0,< 4.1.2.30"
GHSA-c7pr-343r-5c46,vyper,">= 0,< 0.3.0"
GHSA-823f-cwm9-4g74,scrapy-splash,">= 0,< 0.8.0"
GHSA-qh9q-34h6-hcv9,mkdocs,">= 1.2.2,< 1.2.3"
GHSA-7534-mm45-c74v,pillow,">= 0,< 8.3.0"
GHSA-w96g-3p64-63wr,opencv-python,">= 0,< 3.3.1.11"
GHSA-w96g-3p64-63wr,opencv-contrib-python,">= 0,< 3.3.1.11"
GHSA-r838-q6jp-58xx,py-bcrypt,">= 0,< 0.3"
GHSA-c3xq-cj8f-7829,python-keystoneclient,">= 0.2.3,< 0.3.0"
GHSA-fr58-2xhv-qp3w,opencv-python,">= 0,< 3.3.1.11"
GHSA-fr58-2xhv-qp3w,opencv-contrib-python,">= 0,< 3.3.1.11"
GHSA-pfwg-rxf4-97c3,superset,">= 0,<= 0.34.0"
GHSA-pfwg-rxf4-97c3,apache-superset,">= 0,< 1.1.0"
GHSA-v988-828w-xvf2,rucio-webui,">= 1.26.0,< 1.26.7"
GHSA-g67g-hvc3-xmvf,omero-web,">= 0,< 5.11.0"
GHSA-g67g-hvc3-xmvf,omero-figure,">= 0,< 4.4.1"
GHSA-p75j-wc34-527c,ansible,">= 2.8.0,< 2.8.4"
GHSA-jcxv-2j3h-mg59,opencv-python,">= 0,< 3.4.0.12"
GHSA-jcxv-2j3h-mg59,opencv-contrib-python,">= 0,< 3.4.0.12"
GHSA-cpqf-3c3r-c9g2,cobbler,">= 0,< 3.3.0"
GHSA-56wv-2wr9-3h9r,fastecdsa,">= 0,< 2.1.2"
GHSA-fw99-f933-rgh8,opencv-python,">= 0,< 3.4.7.28"
GHSA-fw99-f933-rgh8,opencv-python,">= 4.0.0.21,< 4.1.1.26"
GHSA-fw99-f933-rgh8,opencv-python-headless,">= 0,< 3.4.7.28"
GHSA-fw99-f933-rgh8,opencv-python-headless,">= 4.0.0.21,< 4.1.1.26"
GHSA-fw99-f933-rgh8,opencv-contrib-python,">= 0,< 3.4.7.28"
GHSA-fw99-f933-rgh8,opencv-contrib-python,">= 4.0.0.21,< 4.1.1.26"
GHSA-fw99-f933-rgh8,opencv-contrib-python-headless,">= 0,< 3.4.7.28"
GHSA-fw99-f933-rgh8,opencv-contrib-python-headless,">= 4.0.0.21,< 4.1.1.26"
GHSA-jggw-2q6g-c3m6,opencv-python,">= 0,< 4.1.0.25"
GHSA-jggw-2q6g-c3m6,opencv-python-headless,">= 0,< 4.1.0.25"
GHSA-jggw-2q6g-c3m6,opencv-contrib-python,">= 0,< 4.1.0.25"
GHSA-jggw-2q6g-c3m6,opencv-contrib-python-headless,">= 0,< 4.1.0.25"
GHSA-rqxg-xvcq-3v2f,opencv-python,">= 0,< 3.3.1.11"
GHSA-rqxg-xvcq-3v2f,opencv-contrib-python,">= 0,< 3.3.1.11"
GHSA-vw27-fwjf-5qxm,qutebrowser,">= 1.7.0,< 2.4.0"
GHSA-cr3f-r24j-3chw,cobbler,">= 0,< 3.3.0"
GHSA-jwqp-28gf-p498,Scrapy,">= 0,< 1.8.1"
GHSA-jwqp-28gf-p498,Scrapy,">= 2.0.0,< 2.5.1"
GHSA-8849-5h85-98qw,opencv-python,">= 0,<= 4.1.1.26"
GHSA-8849-5h85-98qw,opencv-python-headless,">= 0,<= 4.1.1.26"
GHSA-8849-5h85-98qw,opencv-contrib-python,">= 0,<= 4.1.1.26"
GHSA-8849-5h85-98qw,opencv-contrib-python-headless,">= 0,<= 4.1.1.26"
GHSA-wqgp-vphw-hphf,aws-encryption-sdk,">= 0,< 2.0.0"
GHSA-6v6p-p97v-g2p7,opencv-python,">= 0,< 3.3.1.11"
GHSA-6v6p-p97v-g2p7,opencv-contrib-python,">= 0,< 3.3.1.11"
GHSA-cvhw-2593-5j2q,opencv-python,">= 0,< 3.3.1.11"
GHSA-cvhw-2593-5j2q,opencv-contrib-python,">= 0,< 3.3.1.11"
