Identifier,Package,VersionConstraint
GHSA-xxcj-rhqg-m46g,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-8fvv-46hw-vpg3,tensorflow,">= 0,< 2.9.3"
GHSA-8fvv-46hw-vpg3,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-8fvv-46hw-vpg3,tensorflow-cpu,">= 0,< 2.9.3"
GHSA-8fvv-46hw-vpg3,tensorflow-gpu,">= 0,< 2.9.3"
GHSA-8fvv-46hw-vpg3,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-8fvv-46hw-vpg3,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-fvw2-2pf7-77vw,apache-airflow,">= 0,< 2.3.1"
GHSA-m2vv-5vj5-2hm7,pillow,">= 0,< 9.2.0"
GHSA-6pw3-8h9w-32gc,apache-airflow,">= 0,< 2.4.0"
GHSA-cqvq-fvhr-v6hc,tensorflow,">= 0,< 2.8.4"
GHSA-cqvq-fvhr-v6hc,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-cqvq-fvhr-v6hc,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-cqvq-fvhr-v6hc,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-cqvq-fvhr-v6hc,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-cqvq-fvhr-v6hc,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-cqvq-fvhr-v6hc,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-cqvq-fvhr-v6hc,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-cqvq-fvhr-v6hc,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-rmg2-f698-wq35,tensorflow,">= 0,< 2.8.4"
GHSA-rmg2-f698-wq35,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-rmg2-f698-wq35,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-rmg2-f698-wq35,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-rmg2-f698-wq35,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-rmg2-f698-wq35,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-rmg2-f698-wq35,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-rmg2-f698-wq35,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-rmg2-f698-wq35,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-f9fq-78ch-4wmj,apache-airflow,">= 0,< 2.4.2"
GHSA-rjx6-v474-2ch9,tensorflow,">= 0,< 2.8.4"
GHSA-rjx6-v474-2ch9,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-rjx6-v474-2ch9,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-rjx6-v474-2ch9,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-rjx6-v474-2ch9,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-rjx6-v474-2ch9,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-rjx6-v474-2ch9,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-rjx6-v474-2ch9,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-rjx6-v474-2ch9,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-8w5g-3wcv-9g2j,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-8w5g-3wcv-9g2j,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-8w5g-3wcv-9g2j,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-8w5g-3wcv-9g2j,tensorflow,">= 0,< 2.8.4"
GHSA-8w5g-3wcv-9g2j,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-8w5g-3wcv-9g2j,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-8w5g-3wcv-9g2j,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-8w5g-3wcv-9g2j,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-8w5g-3wcv-9g2j,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-xvwp-h6jv-7472,tensorflow,">= 0,< 2.8.4"
GHSA-xvwp-h6jv-7472,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-xvwp-h6jv-7472,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-xvwp-h6jv-7472,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-xvwp-h6jv-7472,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-xvwp-h6jv-7472,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-xvwp-h6jv-7472,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-xvwp-h6jv-7472,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-xvwp-h6jv-7472,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-83g7-8fch-p37m,paddlepaddle,">= 0,< 2.4"
GHSA-w58w-79xv-6vcj,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-w58w-79xv-6vcj,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-w58w-79xv-6vcj,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-gr58-76rp-mmg4,wger,">= 0,< 2.2"
GHSA-47fc-vmwq-366v,torch,">= 0,< 1.13.1"
GHSA-762h-vpvw-3rcx,tensorflow,">= 0,< 2.7.4"
GHSA-762h-vpvw-3rcx,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-762h-vpvw-3rcx,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-762h-vpvw-3rcx,tensorflow-cpu,">= 0,< 2.7.4"
GHSA-762h-vpvw-3rcx,tensorflow-gpu,">= 0,< 2.7.4"
GHSA-762h-vpvw-3rcx,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-762h-vpvw-3rcx,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-762h-vpvw-3rcx,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-762h-vpvw-3rcx,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-f2w8-jw48-fr7j,tensorflow,">= 0,< 2.8.4"
GHSA-f2w8-jw48-fr7j,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-f2w8-jw48-fr7j,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-f2w8-jw48-fr7j,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-f2w8-jw48-fr7j,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-f2w8-jw48-fr7j,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-f2w8-jw48-fr7j,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-f2w8-jw48-fr7j,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-f2w8-jw48-fr7j,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-ggrh-grj3-vfvw,bitlyshortener,">= 0,<= 0.6.3"
GHSA-7wqf-h36w-47mc,apache-airflow,">= 0,< 2.3.0"
GHSA-cm43-f2pv-6v68,apache-airflow-providers-apache-hive,">= 0,< 4.1.0"
GHSA-jq6x-99hj-q636,tensorflow,">= 0,< 2.8.4"
GHSA-jq6x-99hj-q636,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-jq6x-99hj-q636,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-jq6x-99hj-q636,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-jq6x-99hj-q636,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-jq6x-99hj-q636,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-jq6x-99hj-q636,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-jq6x-99hj-q636,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-jq6x-99hj-q636,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-rmf2-pwfq-h75j,apache-airflow,">= 0,< 2.3.0"
GHSA-67pf-62xr-q35m,tensorflow,">= 0,< 2.8.4"
GHSA-67pf-62xr-q35m,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-67pf-62xr-q35m,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-67pf-62xr-q35m,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-67pf-62xr-q35m,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-67pf-62xr-q35m,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-67pf-62xr-q35m,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-67pf-62xr-q35m,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-67pf-62xr-q35m,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-gq2j-cr96-gvqx,tensorflow,">= 0,< 2.8.4"
GHSA-gq2j-cr96-gvqx,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-gq2j-cr96-gvqx,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-gq2j-cr96-gvqx,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-gq2j-cr96-gvqx,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-gq2j-cr96-gvqx,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-gq2j-cr96-gvqx,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-gq2j-cr96-gvqx,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-gq2j-cr96-gvqx,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-45r6-j3cc-6mxx,apache-airflow,">= 0,< 2.3.0"
GHSA-h6q3-vv32-2cq5,tensorflow,">= 0,< 2.8.4"
GHSA-h6q3-vv32-2cq5,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-h6q3-vv32-2cq5,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-2p9h-ccw7-33gf,cleo,">= 0,< 1.0.0"
GHSA-h246-cgh4-7475,tensorflow,">= 0,< 2.8.4"
GHSA-h246-cgh4-7475,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-h246-cgh4-7475,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-h246-cgh4-7475,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-h246-cgh4-7475,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-h246-cgh4-7475,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-h246-cgh4-7475,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-h246-cgh4-7475,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-h246-cgh4-7475,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-pf36-r9c6-h97j,tensorflow,">= 0,< 2.8.4"
GHSA-pf36-r9c6-h97j,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-pf36-r9c6-h97j,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-pf36-r9c6-h97j,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-pf36-r9c6-h97j,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-pf36-r9c6-h97j,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-pf36-r9c6-h97j,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-pf36-r9c6-h97j,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-pf36-r9c6-h97j,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-h63r-9xxf-f2c7,apache-airflow,">= 0,< 2.4.2"
GHSA-4r6j-fwcx-94cf,snowflake-connector-python,">= 0,< 2.8.2"
GHSA-54pp-c6pp-7fpx,tensorflow,">= 0,< 2.8.4"
GHSA-54pp-c6pp-7fpx,tensorflow,">= 2.9.0,< 2.9.3"
GHSA-54pp-c6pp-7fpx,tensorflow,">= 2.10.0,< 2.10.1"
GHSA-54pp-c6pp-7fpx,tensorflow-cpu,">= 0,< 2.8.4"
GHSA-54pp-c6pp-7fpx,tensorflow-gpu,">= 0,< 2.8.4"
GHSA-54pp-c6pp-7fpx,tensorflow-cpu,">= 2.9.0,< 2.9.3"
GHSA-54pp-c6pp-7fpx,tensorflow-gpu,">= 2.9.0,< 2.9.3"
GHSA-54pp-c6pp-7fpx,tensorflow-cpu,">= 2.10.0,< 2.10.1"
GHSA-54pp-c6pp-7fpx,tensorflow-gpu,">= 2.10.0,< 2.10.1"
GHSA-5jqp-885w-xj32,pymatgen,">= 0,<= 2022.9.21"
GHSA-4vrc-q7m6-vq7w,Lin-CMS,">= 0,<= 0.2.1"
GHSA-39hc-v87j-747x,cryptography,">= 37.0.0,< 38.0.3"
GHSA-jf2p-4gqj-849g,mpxj,">= 0,< 10.14.1"
GHSA-gmpq-xrxj-xh8m,arches,">= 0,< 6.1.2"
GHSA-gmpq-xrxj-xh8m,arches,">= 6.2.0,< 6.2.1"
GHSA-gmpq-xrxj-xh8m,arches,">= 7.0.0,< 7.2.0"
GHSA-vw39-2wj9-4q86,django-mfa2,">= 0,< 2.5.1"
GHSA-vw39-2wj9-4q86,django-mfa2,">= 2.6.0,< 2.6.1"
GHSA-f42p-vc8p-7x54,mobsf,">= 0,< 0.9.3"
GHSA-8g9m-vv69-7j99,rdiffweb,">= 0,< 2.5.0a4"
GHSA-cpx3-93w7-457x,ansible,">= 2.5.0,< 7.0.0"
GHSA-8r99-h8j2-rw64,twisted,">= 0,< 20.3.0"
GHSA-pc6f-259w-w3j6,label-studio,">= 0,< 1.6.0"
GHSA-824x-jcxf-hpfg,rdiffweb,">= 0,< 2.5.0a5"
GHSA-p373-jqfm-j6wr,Shinken,">= 0,<= 2.4.3"
GHSA-9jjw-hf72-3mxw,tensorflow,">= 2.4.0rc0,< 2.4.0"
GHSA-9jjw-hf72-3mxw,tensorflow-cpu,">= 2.4.0rc0,< 2.4.0"
GHSA-9jjw-hf72-3mxw,tensorflow-gpu,">= 2.4.0rc0,< 2.4.0"
GHSA-vg46-2rrj-3647,twisted,">= 0.9.4,< 22.10.0rc1"
GHSA-92gf-p376-6r9r,rdiffweb,">= 0,< 2.5.0"
GHSA-cg8c-gc2j-2wf7,Flask-Security,">= 0,<= 3.0.0"
GHSA-hrrm-895h-xh34,rdiffweb,">= 0,< 2.4.10"
GHSA-3q8r-f3pj-3gc4,apache-airflow,">= 0,< 2.4.1"
GHSA-qrw5-5h28-6cmg,Django,">= 3.2,< 3.2.16"
GHSA-qrw5-5h28-6cmg,Django,">= 4.0,< 4.0.8"
GHSA-qrw5-5h28-6cmg,Django,">= 4.1,< 4.1.2"
GHSA-j4j9-7hg9-97g6,poetry,">= 0,< 1.1.9"
GHSA-w596-4wvx-j9j6,py,">= 0,<= 1.11.0"
GHSA-m678-f26j-3hrp,jupyter-core,">= 0,< 4.11.2"
GHSA-3fhq-72hw-jqwv,rdiffweb,">= 0,< 2.5.0a3"
GHSA-rm2x-hgr8-w343,lief,">= 0,<= 0.12.1"
GHSA-w67g-6gjv-c599,powerline-gitstatus,">= 0,< 1.3.2"
GHSA-r8gm-v65f-c973,acryl-datahub,">= 0,< 0.8.45"
GHSA-47xc-9rr2-q7p4,azure-cli,">= 0,< 2.40.0"
GHSA-7wr6-fj4x-893v,rdiffweb,">= 0,< 2.5.0"
GHSA-5pj3-6fqm-8m7m,sushy-tools,">= 0,< 0.21.1"
GHSA-5pj3-6fqm-8m7m,virtualbmc,">= 0,< 3.0.0"
GHSA-9g3v-v24q-jj5p,rdiffweb,">= 0,< 2.5.0"
GHSA-hff2-x2j9-gxgv,Keylime,">= 0,< 6.5.1"
GHSA-qv37-mfjf-42h8,pulp-ansible,">= 0,< 0.15.0"
GHSA-jw36-mrvg-j5fx,rdiffweb,">= 0,< 2.5.0a7"
GHSA-38hf-c37x-32hv,lief,">= 0,< 0.12.2"
GHSA-g6hg-4v3c-6jq7,apache-iotdb,">= 0.13.0,< 0.14.0rc1"
GHSA-rj5f-vm79-5j84,OctoPrint,">= 0,< 1.8.3"
GHSA-x8x2-wc2h-wc48,rdiffweb,">= 0,< 2.5.0"
GHSA-99j5-fvg3-54pm,rdiffweb,">= 0,< 2.5.0"
GHSA-qp72-96p2-g644,shiva,">= 0,<= 0.10.0"
GHSA-xrf4-39fm-j5f2,fava,">= 0,< 1.22"
GHSA-687h-86vc-5x59,chainerrl-visualizer,">= 0,<= 0.1.1"
GHSA-4x9r-j582-cgr8,pyspark,">= 0,<= 3.0.3"
GHSA-4x9r-j582-cgr8,pyspark,">= 3.1.1,< 3.2.2"
GHSA-fw3v-x4f2-v673,mistune,">= 2.0.0,< 2.0.3"
GHSA-748r-5r8q-273m,apache-superset,">= 0,< 1.5.1"
GHSA-mxvc-fwgx-j778,whoogle-search,">= 0,< 0.7.2"
GHSA-c58j-88f5-h53f,pycares,">= 0,< 4.2.0"
GHSA-wpqr-jcpx-745r,ujson,">= 0,< 5.4.0"
GHSA-f33p-9287-h552,mat2,">= 0,< 0.13.0"
GHSA-9x8m-2xpf-crp3,scrapy,">= 0,< 1.8.3"
GHSA-9x8m-2xpf-crp3,scrapy,">= 2.0.0,< 2.6.2"
GHSA-gq4p-4hxv-5rg9,pywasm3,">= 0,<= 0.5.0"
GHSA-h3qr-fjhm-jphw,codecov,">= 0,< 2.0.16"
GHSA-fr75-x856-q6j8,OctoBot,">= 0,< 0.4.4"
GHSA-hm37-9xh2-q499,openssh-key-parser,">= 0,< 0.0.6"
GHSA-8mjr-jr5h-q2xr,openzeppelin-cairo-contracts,">= 0,< 0.2.1"
GHSA-wrxv-2j5q-m38w,lxml,">= 0,< 4.9.1"
GHSA-xqcf-hj92-967m,django-rest-framework,">= 0,< 3.9.1"
GHSA-q8hg-3vqv-f8v3,fava,">= 0,< 1.22.2"
GHSA-hwqr-f3v9-hwxr,distributed,">= 0,< 2021.10.0"
GHSA-xxj3-55p6-xg3h,mxnet,">= 0,< 1.9.1"
GHSA-p64x-8rxx-wf6q,django,">= 3.2,< 3.2.14"
GHSA-p64x-8rxx-wf6q,django,">= 4.0,< 4.0.6"
GHSA-32ff-4g79-vgfc,Flask-AppBuilder,">= 0,< 4.1.3"
GHSA-x2pc-fqrw-hc7f,opendiamond,">= 0,<= 10.1.1"
GHSA-8rq8-f485-7v8x,rpc.py,">= 0.4.2,<= 0.6.0"
GHSA-fm67-cv37-96ff,ujson,">= 0,< 5.4.0"
GHSA-4vq7-8699-4xgc,wmagent,">= 1.3.3rc1,< 2.0.4"
GHSA-4vq7-8699-4xgc,reqmgr2,">= 1.4.0rc2,< 2.0.4"
GHSA-4vq7-8699-4xgc,reqmon,">= 1.4.1rc5,< 2.0.4"
GHSA-4vq7-8699-4xgc,global-workqueue,">= 1.4.1rc5,< 2.0.4"
GHSA-7488-6x3r-23w5,ganga,">= 0,< 8.5.10"
GHSA-vxv8-r8q2-63xw,tensorflow,">= 0,< 2.7.2"
GHSA-vxv8-r8q2-63xw,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-vxv8-r8q2-63xw,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-vxv8-r8q2-63xw,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-vxv8-r8q2-63xw,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-vxv8-r8q2-63xw,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-vxv8-r8q2-63xw,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-vxv8-r8q2-63xw,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-vxv8-r8q2-63xw,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-37jf-mjv6-xfqw,tensorflow,">= 0,< 2.7.2"
GHSA-37jf-mjv6-xfqw,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-37jf-mjv6-xfqw,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-37jf-mjv6-xfqw,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-37jf-mjv6-xfqw,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-37jf-mjv6-xfqw,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-37jf-mjv6-xfqw,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-37jf-mjv6-xfqw,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-37jf-mjv6-xfqw,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-g35r-369w-3fqp,tensorflow,">= 0,< 2.7.2"
GHSA-g35r-369w-3fqp,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-g35r-369w-3fqp,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-g35r-369w-3fqp,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-g35r-369w-3fqp,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-g35r-369w-3fqp,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-g35r-369w-3fqp,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-g35r-369w-3fqp,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-g35r-369w-3fqp,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-828c-5j5q-vrjq,tensorflow,">= 0,< 2.7.2"
GHSA-828c-5j5q-vrjq,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-828c-5j5q-vrjq,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-828c-5j5q-vrjq,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-828c-5j5q-vrjq,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-828c-5j5q-vrjq,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-828c-5j5q-vrjq,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-828c-5j5q-vrjq,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-828c-5j5q-vrjq,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-vq4h-xrwc-m639,rdiffweb,">= 0,< 2.4.3"
GHSA-mjw4-xvx6-3grg,rdiffweb,">= 2.4.1,< 2.4.2"
GHSA-j43h-pgmg-5hjq,tensorflow,">= 0,< 2.7.2"
GHSA-j43h-pgmg-5hjq,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-j43h-pgmg-5hjq,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-j43h-pgmg-5hjq,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-j43h-pgmg-5hjq,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-j43h-pgmg-5hjq,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-j43h-pgmg-5hjq,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-j43h-pgmg-5hjq,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-j43h-pgmg-5hjq,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-v6h3-348g-6h5x,tensorflow,">= 0,< 2.7.2"
GHSA-v6h3-348g-6h5x,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-v6h3-348g-6h5x,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-v6h3-348g-6h5x,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-v6h3-348g-6h5x,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-v6h3-348g-6h5x,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-v6h3-348g-6h5x,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-v6h3-348g-6h5x,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-v6h3-348g-6h5x,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-mgmh-g2v6-mqw5,tensorflow,">= 0,< 2.7.2"
GHSA-mgmh-g2v6-mqw5,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-mgmh-g2v6-mqw5,tensorflow,">= 2.9.0,< 2.9.2"
GHSA-mgmh-g2v6-mqw5,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-mgmh-g2v6-mqw5,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-mgmh-g2v6-mqw5,tensorflow-cpu,">= 2.9.0,< 2.9.2"
GHSA-mgmh-g2v6-mqw5,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-mgmh-g2v6-mqw5,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-mgmh-g2v6-mqw5,tensorflow-gpu,">= 2.9.0,< 2.9.2"
GHSA-vgvh-2pf4-jr2x,tensorflow,">= 0,< 2.7.2"
GHSA-vgvh-2pf4-jr2x,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-vgvh-2pf4-jr2x,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-vgvh-2pf4-jr2x,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-vgvh-2pf4-jr2x,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-vgvh-2pf4-jr2x,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-vgvh-2pf4-jr2x,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-vgvh-2pf4-jr2x,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-vgvh-2pf4-jr2x,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-crf8-h2wq-2h9x,pywasm3,">= 0,<= 0.5.0"
GHSA-4fg5-j4mm-wfpg,apache-airflow,">= 2.3.0,< 2.4.0b1"
GHSA-49wm-4fp6-h59c,OctoPrint,">= 0,< 1.8.3"
GHSA-v5xg-3q2c-c2r4,tensorflow,">= 0,< 2.7.2"
GHSA-v5xg-3q2c-c2r4,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-v5xg-3q2c-c2r4,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-v5xg-3q2c-c2r4,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-v5xg-3q2c-c2r4,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-v5xg-3q2c-c2r4,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-v5xg-3q2c-c2r4,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-v5xg-3q2c-c2r4,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-v5xg-3q2c-c2r4,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-v7vw-577f-vp8x,tensorflow,">= 0,< 2.7.2"
GHSA-v7vw-577f-vp8x,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-v7vw-577f-vp8x,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-v7vw-577f-vp8x,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-v7vw-577f-vp8x,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-v7vw-577f-vp8x,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-v7vw-577f-vp8x,tensorflow-gpu,">= 0,< 2.7.2"
GHSA-v7vw-577f-vp8x,tensorflow-gpu,">= 2.8.0,< 2.8.1"
GHSA-v7vw-577f-vp8x,tensorflow-gpu,">= 2.9.0,< 2.9.1"
GHSA-g9h5-vr8m-x2h4,tensorflow,">= 0,< 2.7.2"
GHSA-g9h5-vr8m-x2h4,tensorflow,">= 2.8.0,< 2.8.1"
GHSA-g9h5-vr8m-x2h4,tensorflow,">= 2.9.0,< 2.9.1"
GHSA-g9h5-vr8m-x2h4,tensorflow-cpu,">= 0,< 2.7.2"
GHSA-g9h5-vr8m-x2h4,tensorflow-cpu,">= 2.8.0,< 2.8.1"
GHSA-g9h5-vr8m-x2h4,tensorflow-cpu,">= 2.9.0,< 2.9.1"
GHSA-g9h5-vr8m-x2h4,tensorflow-gpu,">= 0,< 2.7.2"
